都道府県名,回答,男40～44歳,男45～49歳,男50～54歳,男55～59歳,男60～64歳,男65～69歳,男70～74歳,男中計,女40～44歳,女45～49歳,女50～54歳,女55～59歳,女60～64歳,女65～69歳,女70～74歳,女中計
山梨県,はい,48,65,99,103,117,140,185,757,25,39,65,39,45,86,125,424
山梨県,いいえ,14637,17687,18048,16209,13958,12619,13258,106416,11692,14861,15410,14237,13157,13256,14707,97320
長野県,はい,133,199,268,290,280,303,413,1886,71,105,144,146,126,163,266,1021
長野県,いいえ,40186,49255,47301,40242,33987,29592,33713,274276,30209,39001,38688,34221,30882,30309,38539,241849
岐阜県,はい,100,169,219,246,235,252,418,1639,49,85,123,117,128,169,288,959
岐阜県,いいえ,37621,46655,44478,36997,31283,26740,31407,255181,26194,33966,34561,30191,27637,27466,35962,215977
静岡県,はい,186,284,406,435,461,451,574,2797,88,197,186,181,174,188,314,1328
静岡県,いいえ,71344,86011,83424,69608,58047,44718,48494,461646,51399,64455,64839,54791,48303,43670,52790,380247
愛知県,はい,404,598,813,872,807,600,983,5077,257,331,426,355,300,325,644,2638
愛知県,いいえ,157163,187509,181446,143826,106438,78888,95403,950673,105778,130914,130090,103952,84218,79991,112073,747016
三重県,はい,78,154,209,209,230,258,360,1498,55,87,95,97,112,121,235,802
三重県,いいえ,33202,41861,40641,34272,28254,23861,29258,231349,23667,30690,30912,26836,24465,25751,35629,197950
滋賀県,はい,82,110,137,166,174,179,246,1094,46,62,79,70,76,82,142,557
滋賀県,いいえ,29362,33983,31036,25571,21253,17182,19365,177752,22974,26896,25501,21562,19240,17569,22153,155895
京都府,はい,108,131,221,212,196,164,251,1283,73,108,119,119,97,80,142,738
京都府,いいえ,40404,50563,48019,38672,31179,21703,22852,253392,32366,40652,39396,32329,25483,19833,25267,215326
大阪府,はい,678,949,1171,1255,1175,915,1002,7145,637,942,1020,877,675,522,628,5301
大阪府,いいえ,136832,172003,171529,132508,98625,71383,83307,866187,111197,140074,141849,112480,85006,73970,103620,768196
兵庫県,はい,280,437,548,613,617,550,848,3893,229,304,351,361,278,331,551,2405
兵庫県,いいえ,90073,112493,110082,89928,73330,58283,67788,601977,68777,88246,88361,73020,62056,58230,78249,516939
奈良県,はい,65,118,156,159,177,222,329,1226,47,88,100,84,80,111,196,706
奈良県,いいえ,18241,23658,23926,20149,16913,14141,17446,134474,15680,20006,20732,17760,15377,15809,22126,127490
和歌山県,はい,55,84,119,125,120,150,187,840,27,56,57,70,57,69,116,452
和歌山県,いいえ,12602,16322,15781,13776,12545,10885,13072,94983,9575,12188,12633,11773,10908,11678,15581,84336
鳥取県,はい,30,34,40,62,56,56,91,369,19,19,32,28,26,39,56,219
鳥取県,いいえ,7567,8796,7830,7131,6616,6052,6695,50687,5971,7274,6682,6092,6147,6589,8246,47001
島根県,はい,24,40,58,64,60,79,161,486,18,21,23,32,31,61,98,284
島根県,いいえ,11369,13498,11856,10587,10794,10237,11992,80333,9245,11390,10313,9683,9976,10574,13668,74849
岡山県,はい,96,145,193,164,193,199,293,1283,69,98,101,91,109,120,192,780
岡山県,いいえ,31646,39045,34776,27868,24980,21193,22286,201794,24696,31142,29093,24095,22350,21039,25829,178244
広島県,はい,153,227,314,357,352,221,267,1891,86,173,183,137,106,116,146,947
広島県,いいえ,49587,62275,57755,46748,38500,28538,29063,312466,35690,45710,43746,35459,30010,25833,31043,247491
山口県,はい,78,132,153,178,184,163,208,1096,50,72,100,76,70,68,113,549
山口県,いいえ,20285,25915,23444,19450,17870,15428,17734,140126,14333,18508,18415,15645,15071,16061,21669,119702
徳島県,はい,48,90,86,97,105,111,189,726,24,36,54,35,64,69,117,399
徳島県,いいえ,11393,13192,12019,10623,9849,9438,11364,77878,8884,10924,10672,9658,9468,10847,13542,73995
香川県,はい,53,79,79,114,123,178,364,990,31,61,78,70,83,149,233,705
香川県,いいえ,15140,18968,16939,13956,12847,11700,14880,104430,12511,15937,14913,12567,12437,13191,19045,100601
愛媛県,はい,74,118,185,191,202,178,265,1213,61,90,138,122,128,160,219,918
愛媛県,いいえ,23008,28321,25281,21856,19692,15801,16502,150461,18016,22134,21507,18780,17313,16192,19240,133182
高知県,はい,32,58,61,81,79,81,134,526,28,37,47,37,43,47,86,325
高知県,いいえ,11191,13755,12084,10380,9757,8935,10363,76465,9172,11542,10946,9751,9435,9635,12336,72817
福岡県,はい,283,426,511,542,620,572,1011,3965,217,277,321,324,295,319,627,2380
福岡県,いいえ,86802,97820,87375,71398,63701,54070,59376,520542,69415,79572,74450,62245,55122,54536,68412,463752
佐賀県,はい,50,51,64,86,106,91,84,532,41,37,55,61,50,63,67,374
佐賀県,いいえ,12588,13759,12502,11714,11008,10452,11375,83398,9571,11217,10714,9995,10146,10777,12583,75003
長崎県,はい,60,96,100,130,164,206,264,1020,44,56,89,73,88,101,178,629
長崎県,いいえ,17965,21473,20611,19263,18628,17633,19891,135464,15333,18142,18147,17136,17041,19080,23660,128539
熊本県,はい,80,94,153,190,206,215,288,1226,60,78,83,86,85,112,151,655
熊本県,いいえ,29701,32773,29337,28030,26524,24168,24263,194796,24636,28058,26390,25268,24378,24606,27400,180736
大分県,はい,67,112,126,142,200,243,368,1258,58,81,121,106,124,161,229,880
大分県,いいえ,18411,21334,18765,16836,17144,15827,17210,125527,15144,17814,17266,15645,16056,16347,20299,118571
宮崎県,はい,59,97,105,134,146,166,274,981,40,45,70,90,68,120,183,616
宮崎県,いいえ,17634,19967,17636,16179,15907,14695,16480,118498,13469,15904,14889,13912,14053,15453,19436,107116
鹿児島県,はい,120,147,226,309,376,440,815,2433,77,128,141,168,182,281,453,1430
鹿児島県,いいえ,23901,26412,24398,23837,24247,23696,26618,173109,18471,20688,20467,19745,21275,24779,30316,155741
沖縄県,はい,54,80,108,103,101,117,174,737,33,46,65,45,73,76,113,451
沖縄県,いいえ,19162,22512,20048,16898,15217,14070,13883,121790,17505,19879,17774,15186,14185,14722,15287,114538
都道府県判別不可,はい,219,327,459,606,364,98,55,2128,86,159,133,153,58,22,21,632
都道府県判別不可,いいえ,81297,86121,84316,76973,38187,10607,6470,383971,37237,43190,41432,31343,15517,5638,2984,177341
