都道府県名,回答,男40～44歳,男45～49歳,男50～54歳,男55～59歳,男60～64歳,男65～69歳,男70～74歳,男中計,女40～44歳,女45～49歳,女50～54歳,女55～59歳,女60～64歳,女65～69歳,女70～74歳,女中計
群馬県,いいえ,12323,15042,14548,12038,8626,5989,5749,74315,8471,11922,12800,10623,8136,7147,8126,67225
埼玉県,はい,89604,108711,104045,82917,69713,62906,78419,596315,65338,78019,74103,60387,53551,59226,86638,477262
埼玉県,いいえ,49585,61409,60631,47003,31056,19657,19996,289337,34573,46204,49969,39962,28103,22344,28970,250125
千葉県,はい,73593,89780,87038,68639,57424,51496,62528,490498,54778,65572,62516,50132,44740,48811,67217,393766
千葉県,いいえ,39827,49316,49460,38183,25354,15748,14382,232270,29269,38156,41503,32878,23124,17802,20670,203402
東京都,はい,200503,225964,219677,179283,135319,105537,130872,1197155,164586,184565,170324,134191,109570,107211,155803,1026250
東京都,いいえ,103346,117103,116080,93193,58498,33650,33577,555447,86105,102693,110448,87578,58097,41177,51212,537310
神奈川県,はい,117812,141540,143848,118318,89952,66852,78889,757211,87108,104310,101476,79824,63839,59055,83502,579114
神奈川県,いいえ,63279,78592,80726,64849,38820,19991,17953,364210,46247,59735,66148,51461,32323,21127,25621,302662
新潟県,はい,30072,35367,32402,28655,27976,27530,32156,214158,21903,26249,23711,22316,23042,27191,34010,178422
新潟県,いいえ,15686,18487,17790,15824,12347,8285,7211,95630,12949,16607,16844,14505,11335,8333,8768,89341
富山県,はい,11972,15222,13889,11347,10434,9758,13048,85670,8765,11112,10445,9053,8988,10759,16092,75214
富山県,いいえ,9396,12164,11403,9035,6735,4557,4205,57495,6957,9603,9635,7833,5938,4479,5443,49888
石川県,はい,13702,17328,15549,12677,11244,9891,12842,93233,10676,13302,12227,10245,9873,11009,15762,83094
石川県,いいえ,7331,9369,8566,6919,5132,3551,3810,44678,5774,7907,7756,6596,5050,3640,4723,41446
福井県,はい,9759,11323,10091,8819,7754,5892,5629,59267,6885,8157,7508,6534,5785,5173,5577,45619
福井県,いいえ,4956,5961,5773,4889,4024,2496,1944,30043,3700,4969,5229,4644,3630,2243,2091,26506
山梨県,はい,9674,11397,11533,10387,9289,8513,8675,69468,7660,9321,8934,8167,7847,7864,8561,58354
山梨県,いいえ,5461,6850,7021,6266,5018,4388,4894,39898,4475,6084,6974,6506,5608,5618,6339,41604
長野県,はい,26619,32436,31044,26783,24178,22132,25766,188958,20128,24660,23379,20951,20526,21597,27802,159043
長野県,いいえ,13486,16657,16193,13450,9676,6809,6425,82696,9972,14181,15137,13084,9897,7554,8154,77979
岐阜県,はい,23269,28757,26841,22479,20294,17848,20499,159987,16667,20565,20066,17378,16712,17136,22188,130712
岐阜県,いいえ,13998,17453,17172,14176,10298,6965,6779,86841,9110,12976,13909,12094,9428,7054,7730,72301
静岡県,はい,48705,58007,55083,46017,41110,34118,38658,321698,34723,41749,39444,33211,31568,31156,39876,251727
静岡県,いいえ,24533,30458,30721,25753,18540,11465,10182,151652,17678,24044,26754,22697,17393,12586,12631,133783
愛知県,はい,102139,120086,115078,91993,73037,59026,75065,636424,70921,83925,79534,63709,55894,58285,84601,496869
愛知県,いいえ,51156,64360,64591,50913,33388,19792,20057,304257,34670,46953,50694,40261,28016,21286,26741,248621
三重県,はい,21064,26668,25482,21763,19419,18258,24046,156700,15109,18894,18433,16299,16564,19679,28282,133260
三重県,いいえ,12240,15472,15560,12801,9102,5735,5368,76278,8692,11978,12733,10689,7982,6092,7355,65521
滋賀県,はい,17777,20454,18416,15338,13949,12475,14846,113255,13733,15324,13826,11936,11979,12361,16285,95444
滋賀県,いいえ,11110,12840,11971,9767,6928,4219,3830,60665,8822,11070,11101,8984,6536,4744,5201,56458
京都府,はい,27246,33636,31452,25412,22494,19138,24438,183816,21676,26175,23951,20013,18432,18465,27064,155776
京都府,いいえ,14666,18765,18668,15065,10577,6371,6392,90504,11980,15989,16930,14020,9662,7032,8769,84382
大阪府,はい,85471,105242,102173,78136,60912,42962,45332,520228,66374,80125,74839,58155,44683,36595,46115,406886
大阪府,いいえ,51013,65642,67463,52187,33899,18036,14879,303119,40723,54275,59764,46240,28713,17510,18846,266071
兵庫県,はい,57346,70666,67443,54687,47847,40840,48967,387796,43212,53123,50102,40947,37307,38439,51689,314819
兵庫県,いいえ,32524,41471,42093,34692,24623,15098,14149,204650,24582,33564,36258,29874,21842,15901,18821,180842
奈良県,はい,11184,14293,14264,11824,10915,9674,12199,84353,9436,11512,11205,9719,9045,10023,14010,74950
奈良県,いいえ,7235,9508,9797,8327,5843,3666,3365,47741,6102,8226,9108,7500,5377,3945,4769,45027
和歌山県,はい,8888,11423,10729,9330,9131,8556,10607,68664,6307,7965,7831,7310,7513,8636,11778,57340
和歌山県,いいえ,4267,5513,5392,4837,3769,2565,2617,28960,3344,4384,4975,4639,3552,3136,3903,27933
鳥取県,はい,6032,6830,6056,5446,5530,5187,5650,40731,4462,5195,4430,4258,4584,5095,6323,34347
鳥取県,いいえ,3353,3984,3498,3230,2690,1956,1688,20399,2941,3674,3660,3218,2720,2152,2193,20558
島根県,はい,8287,9741,8453,7578,7990,7640,8926,58615,6251,7565,6539,6163,6531,7153,9399,49601
島根県,いいえ,3077,3756,3428,3056,2804,2573,3041,21735,2974,3793,3720,3475,3327,3251,4046,24586
岡山県,はい,21243,26191,22978,18437,17616,16050,17860,140375,15942,19684,17546,14448,14869,15545,19541,117575
岡山県,いいえ,11320,14233,13092,10395,7931,5571,4988,67530,9049,11907,11940,9865,7682,5818,6702,62963
広島県,はい,30356,37386,34092,28068,24099,17921,16616,188538,21654,26573,23873,19334,17069,14221,15384,138108
広島県,いいえ,18285,23730,22650,17879,13174,7435,5821,108974,13123,17914,18382,14530,10407,6528,6139,87023
山口県,はい,14115,18083,15979,13350,12698,10960,11510,96695,9442,11888,11299,9523,9465,9679,12243,73539
山口県,いいえ,6934,8806,8277,6766,5399,3495,3180,42857,5131,6941,7470,6212,4937,3745,4179,38615
徳島県,はい,7131,8313,7368,6544,6517,6649,8345,50867,5260,6196,5839,5277,5860,7199,9437,45068
徳島県,いいえ,3545,4406,4352,3980,3138,2583,2893,24897,3266,4312,4528,4127,3327,3446,3896,26902
香川県,はい,10150,12640,11261,9134,8583,8109,10181,70058,7784,9623,8515,7080,7347,8165,11856,60370
香川県,いいえ,4903,6219,5776,4929,4078,2900,3237,32042,4332,5876,5893,4894,4133,3568,4573,33269
愛媛県,はい,14931,18455,16002,13763,12635,9493,9135,94414,10843,13015,11833,10259,9536,8487,9303,73276
愛媛県,いいえ,7868,9783,9233,8105,6405,4040,3204,48638,6596,8413,8937,7638,6012,4269,3897,45762
高知県,はい,7511,9216,8006,6828,6594,6523,7895,52573,5861,7202,6384,5771,6131,6870,9120,47339
高知県,いいえ,3609,4528,4137,3677,3181,2426,2552,24110,3249,4270,4469,3894,3238,2763,3283,25166
福岡県,はい,59149,65968,58122,47294,45111,41033,47002,363679,45499,50209,43606,36970,35437,38689,49867,300277
福岡県,いいえ,28277,32615,29829,24723,19124,12791,11671,159030,23635,29078,30468,24861,18904,14388,16565,157899
佐賀県,はい,8711,9468,8468,7931,7995,8352,9640,60565,6240,7024,6312,6048,7026,8396,10460,51506
佐賀県,いいえ,4369,4814,4408,4214,3497,2647,2465,26414,3822,4644,4810,4483,3713,3134,3044,27650
長崎県,はい,12653,14883,13991,13260,13216,13652,16054,97709,10210,11741,11229,10706,11579,14197,18144,87806
長崎県,いいえ,5165,6361,6381,5780,5114,3920,3955,36676,4949,6090,6666,6212,5302,4894,5622,39735
熊本県,はい,19615,21584,19262,18458,18505,17826,18452,133702,15538,16965,15226,14787,15718,16927,19209,114370
熊本県,いいえ,9441,10533,9399,8974,7284,5307,4505,55443,8759,10681,10656,9943,7842,6237,6066,60184
大分県,はい,13111,15322,13406,11958,12693,12509,13961,92960,10314,11844,11106,10128,11019,12111,15497,82019
大分県,いいえ,5579,6514,5933,5327,4658,3447,3441,34899,4797,5957,6166,5517,5040,4305,4887,36669
宮崎県,はい,12170,13716,11890,11067,11625,11604,13611,85683,8727,10075,8984,8544,9331,11443,14720,71824
宮崎県,いいえ,5460,6251,5779,5173,4272,3073,2916,32924,4730,5777,5830,5270,4509,3769,4452,34337
鹿児島県,はい,16481,18180,16658,16715,18083,18928,22567,127612,12383,13241,12533,12380,14465,18707,23669,107378
鹿児島県,いいえ,7260,8054,7648,7161,6236,5020,4732,46111,6074,7416,7899,7356,6858,6241,7024,48868
沖縄県,はい,13261,15387,13418,11330,10046,9076,8687,81205,11056,12532,10909,9522,9031,8989,9130,71169
沖縄県,いいえ,7015,8427,7508,6222,4933,3671,3082,40858,7235,8400,8101,6672,5058,4067,3746,43279
都道府県判別不可,はい,54129,56120,54613,49849,26809,8276,5147,254943,27624,30374,27794,21429,12118,5516,3479,128334
都道府県判別不可,いいえ,21976,26448,27938,24873,11125,2238,1078,115676,13119,17060,18064,13717,6343,1968,1000,71271
