都道府県名,回答,男40～44歳,男45～49歳,男50～54歳,男55～59歳,男60～64歳,男65～69歳,男70～74歳,男中計,女40～44歳,女45～49歳,女50～54歳,女55～59歳,女60～64歳,女65～69歳,女70～74歳,女中計
栃木県,いいえ,28451,33773,30320,24770,20602,14550,13124,165590,17791,21638,20253,16223,13797,11586,12456,113744
群馬県,はい,11030,13169,13280,11650,10350,9968,11402,80849,8500,11151,11982,10808,10408,11889,14617,79355
群馬県,いいえ,25170,31065,29017,23594,19601,16763,19784,164994,16224,21360,20536,16872,14784,16056,22153,127985
埼玉県,はい,40316,48415,48064,39766,32500,29052,34476,272589,34016,42219,44501,37992,32434,33233,44238,268633
埼玉県,いいえ,95897,118314,113612,87928,66884,52799,63300,598734,65638,81654,79353,62483,49835,49038,71426,459427
千葉県,はい,32438,38733,38907,31746,25786,22548,26883,217041,28223,34708,36828,31186,26656,27243,35366,220210
千葉県,いいえ,78400,97543,95036,72906,55567,43453,48819,491724,55097,68150,66450,51117,40619,38645,51565,371643
東京都,はい,94772,103359,102094,86158,62643,45686,51861,546573,90289,103538,105604,85546,64141,53738,68434,571290
東京都,いいえ,196545,225847,219296,174248,121862,82712,93876,1114386,153110,175218,166205,127659,93959,79638,110773,906562
神奈川県,はい,50118,59117,61039,51801,38459,29147,34970,324651,44671,55102,58658,48051,36000,31829,43039,317350
神奈川県,いいえ,124196,151823,153575,123770,85804,55888,60980,756036,86785,106466,106439,81457,59083,47814,65446,553490
新潟県,はい,11202,12955,12907,11788,11031,10665,11945,82493,9181,11111,11692,11118,10867,11755,14015,79739
新潟県,いいえ,34378,40650,37016,32450,28883,23677,24604,221658,25533,31686,28716,25583,22924,21685,25381,181508
富山県,はい,5220,6329,6177,4961,4465,4203,5452,36807,4670,5963,6064,5329,5142,5392,7234,39794
富山県,いいえ,16423,21331,19363,15680,12951,10308,11826,107882,11255,15062,14285,11793,9949,9879,14280,86503
石川県,はい,5684,7242,6700,5408,4634,3794,4539,38001,5229,6636,6487,5519,4844,4573,5820,39108
石川県,いいえ,14770,18956,16884,13690,11209,9014,10959,95482,10923,14188,13087,10964,9590,9131,12908,80791
福井県,はい,3641,4221,3949,3443,3220,2723,3037,24234,3239,3808,3758,3513,3408,3327,3924,24977
福井県,いいえ,11405,13571,12349,10622,8912,6465,6041,69365,7938,9993,9618,8332,6935,5557,6054,54427
山梨県,はい,3559,4107,4609,4286,3786,3260,3098,26705,2608,3451,3847,3991,3541,3231,3172,23841
山梨県,いいえ,11559,14113,13936,12377,10506,9639,10462,82592,9451,11948,12092,10679,9908,10217,11701,75996
長野県,はい,11527,14322,14625,13126,11712,10486,11525,87323,9496,12368,13097,12398,11608,11480,13529,83976
長野県,いいえ,28106,34124,31912,26619,21567,17516,19160,179004,20127,25841,24738,20968,17979,16313,20334,146300
岐阜県,はい,8830,11035,10704,9192,7889,6606,6817,61073,7352,9144,9722,9083,8076,6914,7710,58001
岐阜県,いいえ,27805,34354,32261,26393,21507,15525,15323,173168,17713,23405,23217,19293,16198,13326,15597,128749
静岡県,はい,18337,22610,23087,20092,17664,14618,16065,132473,16462,20511,21951,19781,17840,16243,18708,131496
静岡県,いいえ,53856,64543,61187,50127,40942,30001,31414,332070,35368,44526,43469,35397,30300,26242,31995,247297
愛知県,はい,38551,45192,44912,36258,29103,24174,28686,246876,33893,41209,43151,36122,29791,27526,36491,248183
愛知県,いいえ,107890,131863,123781,95132,70406,52965,63548,645585,69366,87090,84307,66077,52645,49599,70028,479112
三重県,はい,8398,10322,10517,9091,8415,7970,9970,64683,7340,9062,9734,9234,9058,10065,13503,67996
三重県,いいえ,24441,30930,29496,24225,19569,15997,19452,164110,16087,21287,20856,17318,15253,15582,22055,128438
滋賀県,はい,6667,7983,7495,6664,5992,5510,6662,46973,6489,7571,7745,7013,6894,6793,8445,50950
滋賀県,いいえ,20956,24114,21850,17445,13960,10501,11370,120196,14840,17422,16004,13189,11135,9530,12001,94121
京都府,はい,10921,13575,13462,11503,9858,8274,10569,78162,10618,13034,13492,11856,9914,9623,13552,82089
京都府,いいえ,29690,37648,35474,28098,22440,17060,19944,190354,22350,28488,26797,21809,17977,15580,21713,154714
大阪府,はい,39007,46379,47939,39704,31777,25717,31709,262232,37035,44975,48165,40924,32636,30105,41086,274926
大阪府,いいえ,97512,125409,123399,92572,66251,45535,51148,601826,73841,94749,92979,71175,51978,43194,60949,488865
兵庫県,はい,22000,27179,27900,24420,21415,18801,22156,163871,19970,25279,27563,24340,21816,21456,27795,168219
兵庫県,いいえ,65614,82979,79683,63270,49505,37006,41265,419322,47222,60734,58262,46490,37649,33180,43224,326761
奈良県,はい,4848,6061,6350,5463,5214,5032,6820,39788,4890,6131,6651,6250,6062,6806,9493,46283
奈良県,いいえ,13375,17699,17636,14611,11547,9152,10805,94825,10669,13747,13957,11430,9260,8984,12581,80628
和歌山県,はい,3558,4365,4360,3982,3943,3792,4629,28629,3184,3998,4268,4244,4321,4880,6270,31165
和歌山県,いいえ,8846,11785,11375,9712,8445,7152,8567,65882,6242,8023,8220,7420,6546,6818,9371,52640
鳥取県,はい,2823,3251,2932,2680,2770,2569,2688,19713,2371,2794,2785,2751,2919,3045,3453,20118
鳥取県,いいえ,6477,7560,6644,5894,5260,4690,4846,41371,5035,6064,5319,4750,4476,4423,5385,35452
島根県,はい,3142,3607,3281,3002,3234,3343,4357,23966,2628,3202,3180,3207,3399,4008,5251,24875
島根県,いいえ,8324,10023,8765,7717,7602,7013,7991,57435,6670,8212,7094,6435,6520,6603,8621,50155
岡山県,はい,8251,10045,9618,8006,7623,7009,7557,58109,7562,9611,9686,8840,8502,8567,10302,63070
岡山県,いいえ,24069,30317,26362,20536,17374,14533,15286,148477,17326,21887,19761,15497,14096,12805,15931,117303
広島県,はい,11624,14336,14313,12268,10242,7952,8347,79082,10450,13076,13476,11468,9978,8592,9669,76709
広島県,いいえ,37298,47282,42913,33879,27272,18789,17092,224525,24681,32102,29641,23331,18817,14429,16003,159004
山口県,はい,5054,6446,6266,5411,5175,5204,6642,40198,4286,5550,6042,5463,5670,6367,8597,41975
山口県,いいえ,15839,20379,18054,14687,13015,10747,11524,104245,10648,13804,13344,10985,10098,10061,13357,82297
徳島県,はい,2841,3424,3249,3208,3125,3496,4572,23915,2552,3032,3232,3205,3487,4553,5604,25665
徳島県,いいえ,7892,9281,8504,7318,6530,5769,6706,52000,6001,7544,7195,6249,5816,6145,7781,46731
香川県,はい,4507,5574,5314,4611,4267,4200,5230,33703,4197,5456,5497,4964,5071,5330,7240,37755
香川県,いいえ,11364,14276,12439,10086,9080,7795,9935,74975,8538,10796,9737,7871,7562,7960,11823,64287
愛媛県,はい,5951,7201,6909,6420,6344,5057,5053,42935,5226,6283,6664,6199,5904,5373,5954,41603
愛媛県,いいえ,16799,20931,18231,15353,12654,8475,7287,99730,12090,15028,13984,11628,9614,7334,7216,76894
高知県,はい,3197,3949,3545,3274,3297,3369,4211,24842,2953,3668,3669,3480,3785,4147,5402,27104
高知県,いいえ,8068,9976,8711,7345,6591,5635,6277,52603,6285,7973,7350,6349,5728,5545,7010,46240
福岡県,はい,24464,27517,26353,22148,21104,19713,22733,164032,22715,26035,26243,23595,22029,22652,27201,170470
福岡県,いいえ,62133,70267,60856,49163,42783,34712,37186,357100,46735,53576,48407,39154,33871,32328,41302,295373
佐賀県,はい,3678,4006,3711,3775,3769,4133,4912,27984,3255,3850,3904,3954,4334,4852,5449,29598
佐賀県,いいえ,9445,10321,9218,8418,7736,6889,7197,59224,6777,7827,7195,6548,6390,6672,8019,49428
長崎県,はい,4814,5688,5526,5395,5510,5977,7012,39922,4423,5279,5576,5544,5927,6846,8272,41867
長崎県,いいえ,13005,15606,14858,13661,12737,11504,12840,94211,10645,12446,12223,11252,10804,12022,15172,84564
熊本県,はい,8038,8660,8256,8289,8473,8654,9031,59401,7609,8738,8761,9229,9384,9686,10770,64177
熊本県,いいえ,20708,23174,20156,18928,17071,14307,13759,128103,16366,18668,16852,15324,14006,13385,14539,109140
大分県,はい,4665,5304,4874,4584,5062,5126,5907,35522,4187,4798,5304,5084,5474,5717,6961,37525
大分県,いいえ,13708,16004,13872,12234,12052,10720,11473,90063,10804,12857,11865,10431,10508,10665,13385,80515
宮崎県,はい,4658,5161,4813,4510,4805,5214,6291,35452,3814,4592,4703,4694,5138,6084,7588,36613
宮崎県,いいえ,12843,14677,12718,11612,10974,9397,10179,82400,9577,11165,10074,9156,8817,9222,11597,69608
鹿児島県,はい,6952,7561,6943,6993,7489,8355,9703,53996,5760,6552,6720,6669,7671,9124,10628,53124
鹿児島県,いいえ,16807,18670,17359,16894,16802,15576,17572,119680,12609,14007,13596,12942,13521,15766,19991,102432
沖縄県,はい,6845,7652,7077,6030,5320,4932,4669,42525,6924,7583,7129,6419,5745,5596,5464,44860
沖縄県,いいえ,13336,16071,13761,11334,9425,7425,6648,78000,11217,13178,11629,9463,8080,7133,7018,67718
都道府県判別不可,はい,19581,20808,22161,21252,11557,3401,2190,100950,12393,14187,14649,11640,5688,2091,1149,61797
都道府県判別不可,いいえ,55369,60726,59078,52264,25920,7221,4295,264873,24068,28357,26242,19410,9861,3525,1814,113277
