都道府県名,二次医療圏番号,二次医療圏名,回答,男40～44歳,男45～49歳,男50～54歳,男55～59歳,男60～64歳,男65～69歳,男70～74歳,男中計,女40～44歳,女45～49歳,女50～54歳,女55～59歳,女60～64歳,女65～69歳,女70～74歳,女中計
北海道,0101,南渡島,速い,1938,2445,2077,1714,1428,1169,1281,12052,1070,1390,1338,1227,1167,1239,1564,8995
北海道,0101,南渡島,ふつう,2338,3057,2870,2728,2579,2470,2741,18783,2082,2795,2820,2633,2507,2683,3473,18993
北海道,0101,南渡島,遅い,216,243,223,233,230,135,127,1407,328,377,435,269,189,104,123,1825
北海道,0102,南檜山,速い,121,144,120,106,104,82,86,763,66,69,76,66,66,75,105,523
北海道,0102,南檜山,ふつう,134,189,200,192,190,182,179,1266,120,152,151,150,176,175,239,1163
北海道,0102,南檜山,遅い,18,17,13,-,10,-,14,83,20,14,16,24,15,19,23,131
北海道,0103,北渡島檜山,速い,190,189,165,150,119,102,103,1018,64,92,81,85,92,83,101,598
北海道,0103,北渡島檜山,ふつう,191,242,239,222,217,217,227,1555,156,203,188,212,185,242,284,1470
北海道,0103,北渡島檜山,遅い,-,20,25,-,22,29,31,162,29,29,21,18,25,29,38,189
北海道,0104,札幌,速い,16170,18691,16556,13744,10394,5820,3158,84533,8485,10091,9314,7665,5322,2818,1865,45560
北海道,0104,札幌,ふつう,19107,23688,23654,21079,19100,11870,7268,125766,17449,21308,20829,17857,13397,7777,5628,104245
北海道,0104,札幌,遅い,2182,2417,2242,1966,1880,1252,780,12719,3501,3727,3314,2475,1543,742,545,15847
北海道,0105,後志,速い,1104,1392,1205,1083,825,711,652,6972,466,709,716,654,535,552,702,4334
北海道,0105,後志,ふつう,1279,1728,1711,1633,1534,1384,1499,10768,1085,1458,1418,1346,1351,1371,1838,9867
北海道,0105,後志,遅い,137,154,172,128,131,143,157,1022,220,262,212,203,157,128,175,1357
北海道,0106,南空知,速い,750,980,838,795,725,560,511,5159,384,563,497,544,454,394,469,3305
北海道,0106,南空知,ふつう,910,1311,1215,1281,1312,1206,1122,8357,804,1090,1209,1123,1166,1105,1348,7845
北海道,0106,南空知,遅い,95,148,96,103,128,123,113,806,144,190,174,139,111,96,162,1016
北海道,0107,中空知,速い,477,638,586,512,424,337,362,3336,285,362,355,356,311,323,418,2410
北海道,0107,中空知,ふつう,552,882,802,879,869,754,905,5643,578,784,758,809,777,838,1106,5650
北海道,0107,中空知,遅い,59,74,81,72,65,83,102,536,116,120,95,93,67,87,142,720
北海道,0108,北空知,速い,105,150,145,132,145,113,118,908,65,71,83,100,82,94,125,620
北海道,0108,北空知,ふつう,153,219,196,248,242,232,287,1577,172,181,221,208,226,259,354,1621
北海道,0108,北空知,遅い,18,12,12,21,17,29,40,149,32,50,32,22,24,31,37,228
