都道府県名,回答,男40～44歳,男45～49歳,男50～54歳,男55～59歳,男60～64歳,男65～69歳,男70～74歳,男中計,女40～44歳,女45～49歳,女50～54歳,女55～59歳,女60～64歳,女65～69歳,女70～74歳,女中計
神奈川県,いいえ,131658,158285,160529,128297,87057,52654,49143,767623,112170,133349,131401,97866,67811,48862,58329,649788
新潟県,はい,10896,12342,11229,9765,9525,10797,15328,79882,4069,5413,5990,6190,7326,11052,16524,56564
新潟県,いいえ,34915,41588,39042,34777,30856,25133,24222,230533,30848,37507,34629,30697,27127,24610,26542,211960
富山県,はい,4427,5763,5282,4344,4009,4349,7035,35209,1608,2352,2742,2767,3049,4517,8105,25140
富山県,いいえ,17474,22283,20593,16564,13639,10355,10483,111391,14487,18936,17869,14568,12213,10937,13560,102570
石川県,はい,4830,6199,5745,4731,4462,4532,7331,37830,1807,2807,3018,2920,3390,4826,8571,27339
石川県,いいえ,16263,20612,18458,14938,11980,8980,9482,100713,14686,18465,17028,13989,11597,9881,12035,97681
福井県,はい,3443,4128,3576,3190,2892,2434,2918,22581,1105,1540,1872,1870,1833,2032,2783,13035
福井県,いいえ,11599,13646,12660,10844,9149,6175,4858,68931,9765,11945,11173,9554,7803,5556,5052,60848
山梨県,はい,3454,4104,4247,4112,3862,4278,5488,29545,1399,2011,2487,2618,2941,3970,5620,21046
山梨県,いいえ,11704,14226,14411,12654,10510,8654,8100,80259,10735,13438,13514,12095,10564,9543,9292,79181
長野県,はい,9855,11822,11249,9853,8707,9297,12958,73741,3894,5530,6436,6630,7026,9452,14516,53484
長野県,いいえ,30595,37750,36411,30653,25359,19727,19259,199754,26418,33592,32298,27584,23533,19754,21466,184645
岐阜県,はい,8593,10506,9757,8620,7637,7983,11495,64591,3100,4393,5098,5222,5525,7538,11740,42616
岐阜県,いいえ,28798,35870,34429,28170,23095,16828,15631,182821,22800,29274,29020,24355,20689,16581,18037,160756
静岡県,はい,19573,23454,22872,20119,18123,17249,23200,144590,7266,9971,12101,11851,12467,14974,23121,91751
静岡県,いいえ,53646,65022,62967,51651,41572,28416,25883,329157,45147,55857,54129,44064,36597,28916,29668,294378
愛知県,はい,41857,49305,48183,40381,32160,28967,44066,284919,15278,21682,25225,23245,22314,27869,47929,183542
愛知県,いいえ,112283,136253,132644,103640,75485,50759,52070,663134,91031,110113,106221,81987,62750,52367,64237,568706
三重県,はい,8369,10574,10051,8724,7848,8648,13255,67469,3208,4748,5426,5383,5932,8256,13907,46860
三重県,いいえ,25025,31639,31128,25966,20779,15480,16319,166336,20650,26191,25823,21680,18717,17619,21889,152569
滋賀県,はい,7924,9242,8241,6903,6194,6346,8908,53758,3356,4493,4835,4737,5024,6168,9476,38089
滋賀県,いいえ,21567,24941,22993,18846,15248,10697,10155,124447,19667,22474,20753,16879,14177,11196,12330,117476
京都府,はい,11613,14852,14267,11635,10695,9913,14798,87773,5087,7247,7926,7763,7953,9813,16642,62431
京都府,いいえ,30982,38497,36675,29478,22864,15964,16392,190852,29070,35583,33625,26859,20579,15942,19550,181208
大阪府,はい,36812,46861,47196,38098,29563,22484,28296,249310,15533,22213,25445,22931,19355,19943,29427,154847
大阪府,いいえ,100454,125300,123876,93384,66134,38965,32210,580323,92168,112947,110008,82132,54522,34411,35900,522088
兵庫県,はい,23816,30551,30093,25881,22713,21813,31072,185939,9904,14467,16614,16008,16368,20705,32789,126855
兵庫県,いいえ,64975,80822,79145,63375,49619,33782,31968,403686,57528,71900,69546,54701,42711,33617,37861,367864
奈良県,はい,5139,6569,6870,5816,5288,5460,7941,43083,2207,3335,3873,3972,4027,5378,8714,31506
奈良県,いいえ,13527,17601,17543,14621,11675,8029,7747,90743,13522,16613,16682,13430,10539,8669,10189,89644
和歌山県,はい,3477,4502,4181,3870,4092,4387,6298,30807,1186,1747,2055,2231,2613,3975,6385,20192
和歌山県,いいえ,9714,12513,12017,10359,8870,6792,6974,67239,8504,10634,10792,9757,8481,7829,9347,65344
鳥取県,はい,2450,2785,2403,2127,2208,2332,3104,17409,830,1181,1173,1167,1402,2085,3191,11029
鳥取県,いいえ,6972,8073,7189,6581,6039,4851,4282,43987,6589,7711,6951,6325,5939,5212,5390,44117
島根県,はい,2732,3180,2712,2460,2686,3078,4626,21474,919,1253,1309,1408,1799,2790,4554,14032
島根県,いいえ,8790,10485,9348,8333,8240,7168,7424,59788,8398,10176,8986,8268,8102,7666,8994,60590
岡山県,はい,8617,10689,9424,7832,7538,8222,11007,63329,3100,4585,5075,4790,5303,7175,11048,41076
岡山県,いいえ,24104,29958,26824,21129,18130,13465,11900,145510,21955,27094,24509,19595,17302,14254,15282,139991
広島県,はい,11588,14892,13733,11549,9998,8671,9794,80225,4602,6464,6814,6198,5973,6445,8458,44954
広島県,いいえ,37019,46295,43059,34503,27366,16730,12718,217690,30185,38053,35509,27701,21512,14343,13153,180456
山口県,はい,5517,7117,6243,5422,5325,5297,6846,41767,1745,2740,3046,3069,3392,4474,6729,25195
山口県,いいえ,15580,19934,18167,14810,12913,9225,7901,98530,12887,16159,15786,12745,11038,8990,9725,87330
徳島県,はい,2838,3341,3166,2954,3049,3644,5380,24372,1152,1588,1774,1902,2348,3880,5811,18455
徳島県,いいえ,7920,9449,8648,7655,6687,5656,5957,51972,7402,8962,8654,7570,6890,6828,7625,53931
香川県,はい,4007,5075,4576,3851,3725,4081,6213,31528,1475,2202,2331,2249,2583,3769,6601,21210
香川県,いいえ,11096,13872,12531,10263,8984,6965,7259,70970,10668,13306,12080,9736,8930,8000,9886,72606
愛媛県,はい,6464,8088,6990,6283,6005,5135,6130,45095,2561,3523,3864,3749,4011,4544,6158,28410
愛媛県,いいえ,16409,20248,18310,15652,13083,8432,6222,98356,14916,17965,16956,14191,11574,8225,7051,90878
高知県,はい,3163,3976,3262,3073,3104,3367,4871,24816,1252,1720,1928,1957,2364,3495,5368,18084
高知県,いいえ,8035,9868,8948,7477,6727,5596,5579,52230,7896,9799,8973,7731,7014,6144,7037,54594
福岡県,はい,23393,26505,23828,20377,20178,21056,28771,164108,9393,12203,13134,12928,14061,18749,29171,109639
福岡県,いいえ,63846,71984,64067,51636,43987,32770,29892,358182,59561,66885,60784,48748,40106,34302,37282,347668
佐賀県,はい,3264,3529,3251,3200,3461,4065,5915,26685,1129,1549,1715,1939,2512,4014,6007,18865
佐賀県,いいえ,9845,10813,9697,9006,8076,6947,6203,60587,8943,10156,9449,8620,8252,7550,7519,60489
長崎県,はい,4754,5737,5503,5345,5508,6762,9584,43193,1866,2608,2881,3235,4212,6527,10079,31408
長崎県,いいえ,13130,15608,14962,13754,12891,10879,10491,91715,13326,15247,15062,13730,12717,12604,13734,96420
熊本県,はい,7341,8384,7563,7610,7739,8663,10631,57931,2964,3911,4085,4601,5374,7416,10642,38993
熊本県,いいえ,21843,23852,21228,19934,18119,14488,12303,131767,21361,23764,21821,20127,18157,15743,14618,135591
大分県,はい,5168,5827,5148,4716,5233,6205,8393,40690,2202,2855,3197,3258,3989,5719,8887,30107
大分県,いいえ,13580,16069,14243,12609,12158,9773,9025,87457,12940,14989,14123,12415,12091,10712,11507,88777
宮崎県,はい,4976,5600,5053,4669,5058,6079,8530,39965,1748,2441,2464,2820,3557,5569,9077,27676
宮崎県,いいえ,12739,14468,12711,11636,10913,8652,8010,79129,11731,13459,12389,11042,10340,9687,10108,78756
鹿児島県,はい,6371,7252,6564,6724,7453,9371,13655,57390,2463,2959,3485,4048,5356,9228,14407,41946
鹿児島県,いいえ,17456,19085,17815,17227,16951,14645,13705,116884,16035,17745,16995,15717,15986,15768,16344,114590
沖縄県,はい,5919,7259,6732,6017,5642,5788,6160,43517,2654,3393,3640,3610,3922,4832,5762,27813
沖縄県,いいえ,14641,16906,14544,11744,9579,7281,5921,80616,15922,17875,15676,12832,10455,8648,7482,88890
都道府県判別不可,はい,22618,24487,24204,23451,12550,4343,3290,114943,6788,8830,9638,8465,4898,2707,1914,43240
都道府県判別不可,いいえ,53512,58176,58434,51348,25445,6195,2949,256059,33991,38662,36285,26712,13603,4786,2567,156606
