都道府県名,二次医療圏番号,二次医療圏名,回答,男40～44歳,男45～49歳,男50～54歳,男55～59歳,男60～64歳,男65～69歳,男70～74歳,男中計,女40～44歳,女45～49歳,女50～54歳,女55～59歳,女60～64歳,女65～69歳,女70～74歳,女中計
北海道,0101,南渡島,はい,54,68,64,87,83,61,67,484,450,673,707,496,317,137,125,2905
北海道,0101,南渡島,いいえ,4511,5787,5214,4653,4237,3796,4143,32341,3104,3975,3954,3692,3605,3958,5130,27418
北海道,0102,南檜山,はい,-,-,-,-,-,10,-,59,35,44,40,33,30,13,17,212
北海道,0102,南檜山,いいえ,265,347,328,307,297,258,277,2079,173,194,208,212,228,258,349,1622
北海道,0103,北渡島檜山,はい,-,18,11,17,-,13,-,91,52,79,74,63,45,48,40,401
北海道,0103,北渡島檜山,いいえ,400,446,432,385,360,345,350,2718,204,253,226,259,262,313,386,1903
北海道,0104,札幌,はい,948,1148,1223,1213,1172,862,532,7098,6398,8424,8540,6183,3591,1545,781,35462
北海道,0104,札幌,いいえ,35132,42331,40196,34487,29051,17437,10319,208953,21873,25513,23806,20662,15921,9665,7356,124796
北海道,0105,後志,はい,57,71,95,100,106,105,128,662,405,592,650,470,354,240,246,2957
北海道,0105,後志,いいえ,2488,3263,3045,2784,2417,2186,2227,18410,1379,1864,1709,1756,1717,1861,2503,12789
北海道,0106,南空知,はい,57,60,50,84,74,95,82,502,312,454,484,368,271,159,188,2236
北海道,0106,南空知,いいえ,1698,2389,2132,2106,2072,1720,1545,13662,1000,1375,1387,1409,1393,1330,1638,9532
北海道,0107,中空知,はい,30,38,46,50,47,68,93,372,213,310,279,256,180,159,183,1580
北海道,0107,中空知,いいえ,1050,1516,1422,1402,1322,1147,1373,9232,744,933,908,982,982,1155,1656,7360
北海道,0108,北空知,はい,13,11,-,-,20,18,22,107,65,89,89,79,69,48,64,503
北海道,0108,北空知,いいえ,266,371,348,393,386,356,423,2543,205,216,252,253,265,337,452,1980
北海道,0109,西胆振,はい,38,71,68,77,87,98,121,560,345,467,500,390,286,225,252,2465
北海道,0109,西胆振,いいえ,1872,2585,2359,2092,1900,1800,2269,14877,1156,1551,1515,1440,1447,1733,2573,11415
北海道,0110,東胆振,はい,43,77,66,77,67,87,140,557,346,532,519,413,290,296,331,2727
北海道,0110,東胆振,いいえ,3713,4636,3874,3408,2872,2616,2766,23885,1982,2316,2041,1947,1796,2174,2909,15165
北海道,0111,日高,はい,23,16,26,26,21,12,25,149,95,163,161,104,63,61,50,697
北海道,0111,日高,いいえ,754,943,823,713,642,557,530,4962,411,489,459,463,460,477,591,3350
北海道,0112,上川中部,はい,117,139,136,146,151,161,150,1000,844,1184,1123,890,589,486,506,5622
北海道,0112,上川中部,いいえ,4836,6056,5534,4834,4588,3848,4062,33758,2964,3613,3633,3153,3139,3416,4898,24816
北海道,0113,上川北部,はい,13,30,24,28,27,26,47,195,127,149,144,119,94,90,96,819
北海道,0113,上川北部,いいえ,660,848,803,792,781,685,803,5372,374,431,399,463,536,601,909,3713
北海道,0114,富良野,はい,-,-,21,18,19,23,30,132,115,148,140,108,73,52,59,695
北海道,0114,富良野,いいえ,514,628,597,640,587,539,635,4140,351,425,440,430,468,527,748,3389
北海道,0115,留萌,はい,-,25,-,17,23,14,29,129,81,126,119,94,79,51,47,597
北海道,0115,留萌,いいえ,486,684,650,588,548,478,441,3875,279,368,378,370,399,438,600,2832
北海道,0116,宗谷,はい,19,33,19,33,31,34,32,201,136,174,167,133,108,68,50,836
北海道,0116,宗谷,いいえ,854,1103,967,907,808,693,584,5916,503,526,495,486,456,467,570,3503
北海道,0117,北網,はい,103,120,113,129,142,97,148,852,508,697,697,656,477,319,295,3649
北海道,0117,北網,いいえ,2749,3487,3110,2906,2692,1953,2014,18911,1539,1878,1693,1731,1673,1707,2333,12554
北海道,0118,遠紋,はい,18,20,25,34,33,29,31,190,123,157,201,142,105,77,84,889
北海道,0118,遠紋,いいえ,756,987,951,914,814,662,775,5859,381,483,510,545,534,656,958,4067
北海道,0119,十勝,はい,97,140,137,163,191,200,226,1154,812,1146,1092,928,702,566,549,5795
北海道,0119,十勝,いいえ,4633,5719,5193,4841,4461,3698,3800,32345,2701,3313,3234,3077,2929,3110,4023,22387
北海道,0120,釧路,はい,83,99,110,119,119,150,157,837,522,836,742,608,456,408,392,3964
北海道,0120,釧路,いいえ,3118,3935,3676,3232,3074,2491,2554,22080,1770,2128,2102,1952,1967,2173,2589,14681
北海道,0121,根室,はい,23,25,28,29,35,31,31,202,181,205,199,155,129,92,64,1025
北海道,0121,根室,いいえ,958,1119,946,915,786,642,603,5969,540,580,572,551,543,572,614,3972
青森県,0201,津軽地域,はい,56,34,58,52,36,41,53,330,441,597,564,418,242,150,135,2547
青森県,0201,津軽地域,いいえ,3871,4322,4022,3826,3521,2442,2159,24163,2749,3138,3103,3393,2891,2401,2453,20128
青森県,0202,八戸地域,はい,122,152,149,152,140,108,127,950,1024,1460,1498,1134,759,456,405,6736
青森県,0202,八戸地域,いいえ,5753,6940,6919,6131,5780,4591,4300,40414,3298,4049,4094,3881,3887,3970,4426,27605
青森県,0203,青森地域,はい,49,61,50,68,77,82,137,524,510,709,659,523,405,369,446,3621
青森県,0203,青森地域,いいえ,5311,6504,6070,5740,5348,4065,4401,37439,3895,4679,4309,4269,4019,3957,5175,30303
青森県,0204,西北五地域,はい,27,21,12,26,17,20,27,150,152,243,242,157,109,69,44,1016
青森県,0204,西北五地域,いいえ,1477,1822,1818,1945,1694,1686,1701,12143,1098,1290,1466,1599,1772,1961,2151,11337
青森県,0205,上十三地域,はい,80,62,63,71,56,37,37,406,414,612,560,379,271,150,112,2498
青森県,0205,上十三地域,いいえ,2899,3353,3101,2806,2733,2348,2367,19607,1740,2052,2026,1999,2128,2314,2647,14906
青森県,0206,下北地域,はい,15,28,22,31,21,24,26,167,136,164,170,100,80,51,34,735
青森県,0206,下北地域,いいえ,907,1088,1018,1004,1031,923,934,6905,609,797,790,760,845,939,1031,5771
岩手県,0301,盛岡,はい,239,220,202,210,186,228,373,1658,1471,2018,1919,1480,1193,1002,1116,10199
岩手県,0301,盛岡,いいえ,9339,10879,10120,8998,8429,6819,7274,61858,5926,6834,6405,6067,6076,6569,8067,45944
