都道府県名,回答,男40～44歳,男45～49歳,男50～54歳,男55～59歳,男60～64歳,男65～69歳,男70～74歳,男中計,女40～44歳,女45～49歳,女50～54歳,女55～59歳,女60～64歳,女65～69歳,女70～74歳,女中計
島根県,はい,5087,5857,4917,3995,3540,2768,2224,28388,969,1317,1003,644,549,376,362,5220
島根県,いいえ,7768,9374,8485,7989,8447,8421,10850,61334,9521,11479,10499,10104,10301,11014,14429,77347
岡山県,はい,13413,16226,13740,10549,8345,5453,4126,71852,2846,3988,3245,2118,1651,917,696,15461
岡山県,いいえ,21799,27388,25563,21520,19412,17265,19600,152547,24377,30361,29271,24894,22488,21258,26307,178956
広島県,はい,19675,24039,21400,16009,11962,7427,5400,105912,3890,5481,4858,3204,2263,1194,831,21721
広島県,いいえ,33583,42894,40937,34404,29957,24205,27495,233475,35017,44373,43032,35652,30908,27877,34338,251197
山口県,はい,9095,11352,9546,7265,6034,4027,3283,50602,1678,2460,2121,1460,1006,720,633,10078
山口県,いいえ,13870,17913,16849,14638,13966,12935,15529,105700,14873,18783,19112,16466,15854,16411,21792,123291
徳島県,はい,4786,5317,4472,3623,3102,2259,1930,25489,1055,1531,1257,1026,684,442,327,6322
徳島県,いいえ,7988,9604,9146,8424,8029,7997,10087,61275,9152,11179,10989,10167,10034,11095,13784,76400
香川県,はい,6748,8319,6974,5412,4451,3136,2798,37838,1451,1924,1673,1075,765,524,513,7925
香川県,いいえ,11224,14129,13102,11210,10474,10112,13551,83802,12550,15911,15083,13060,12916,13713,19586,102819
愛媛県,はい,9340,11256,9767,7715,6076,3788,2798,50740,2012,2824,2402,1591,1177,683,494,11183
愛媛県,いいえ,15006,18930,17201,15776,14837,12736,14280,108766,17324,21007,20751,18709,17280,16155,19262,130488
高知県,はい,5140,5990,5107,3941,3297,2297,1844,27616,1409,1951,1646,1201,990,616,462,8275
高知県,いいえ,6889,8826,7882,7325,7103,7046,8936,54007,8584,10673,10276,9375,9131,9437,12209,69685
福岡県,はい,40849,45037,37965,29075,22948,15611,12201,203686,9913,12182,10351,7698,6197,3785,2758,52884
福岡県,いいえ,54447,63795,59707,51247,47653,42812,50287,369948,66053,75223,71341,60679,53914,53780,67913,448903
佐賀県,はい,6720,7034,6020,5314,4578,3368,2425,35459,1461,1739,1463,1160,965,582,414,7784
佐賀県,いいえ,7851,8929,8358,8322,8289,8555,10357,60661,9847,11255,10902,10448,10704,11603,13638,78397
長崎県,はい,8714,10164,9271,7926,6972,4937,3777,51761,1981,2437,2288,1971,1566,1135,756,12134
長崎県,いいえ,11452,13931,13889,13716,13968,14228,17013,98197,15598,18337,18440,17478,17440,18992,23565,129850
熊本県,はい,14236,14660,12485,10973,9071,6320,4278,72023,3576,4279,3223,2562,2086,1284,841,17851
熊本県,いいえ,17236,20052,18643,18819,19111,19062,20881,133804,23071,26118,25356,24919,24028,24350,27258,175100
大分県,はい,9240,10507,8841,7155,6006,4334,3333,49416,2161,2535,2188,1611,1357,829,677,11358
大分県,いいえ,12142,14661,13349,12673,13158,12695,14844,93522,15389,18141,17667,16179,16268,16358,20317,120319
宮崎県,はい,9036,9463,7749,6291,5386,3877,2926,44728,2075,2638,2029,1470,1197,792,596,10797
宮崎県,いいえ,9708,11802,11092,11113,11626,11538,14091,80970,12480,14586,14125,13583,13785,15270,19215,103044
鹿児島県,はい,11552,12153,10402,9144,8168,5943,4460,61822,2393,2701,2207,1593,1406,973,712,11985
鹿児島県,いいえ,14510,16709,16356,17277,18723,19607,23909,127091,17967,20096,20280,20215,21718,25180,30773,156229
沖縄県,はい,9160,9868,8249,6163,4798,3629,2364,44231,2784,3103,2553,2044,1497,878,432,13291
沖縄県,いいえ,15406,18721,17064,15193,13967,12875,13140,106366,19624,22350,20471,17652,16112,16013,16159,128381
都道府県判別不可,はい,27354,29873,28889,25028,11549,2566,945,126204,3989,5448,5259,3840,2400,792,234,21962
都道府県判別不可,いいえ,61870,67495,66785,62590,31788,8974,5836,305338,41769,48249,46190,36054,18444,7412,4604,202722
