都道府県名,回答,男40～44歳,男45～49歳,男50～54歳,男55～59歳,男60～64歳,男65～69歳,男70～74歳,男中計,女40～44歳,女45～49歳,女50～54歳,女55～59歳,女60～64歳,女65～69歳,女70～74歳,女中計
東京都,はい,7852,8394,9037,8833,7289,6897,10458,58760,56156,70213,71194,49157,30008,20481,22478,319687
東京都,いいえ,293115,331533,323168,260872,185253,132347,154600,1680888,193397,215969,208280,171391,137095,128294,185690,1240116
神奈川県,はい,5098,5847,6423,5958,4979,4224,6218,38747,33242,45023,46921,31826,18746,12203,12779,200740
神奈川県,いいえ,172890,209903,213070,172949,121921,82236,90627,1063596,98587,117121,118412,97525,76188,67827,96633,672293
新潟県,はい,776,896,949,1023,1154,1410,2102,8310,7933,11152,11187,9139,7058,6017,5874,58360
新潟県,いいえ,43957,51795,48043,42387,38186,34013,37553,295934,26290,30976,28618,27097,26946,29667,37484,207078
富山県,はい,383,535,585,493,514,637,1124,4271,3431,5293,5557,4198,2769,2275,2685,26208
富山県,いいえ,21430,27443,25241,20364,16927,13878,16323,141606,12559,15836,14884,12988,12348,13102,18964,100681
石川県,はい,390,486,501,580,493,601,1006,4057,3956,5839,5523,4053,2856,2513,2972,27712
石川県,いいえ,20075,25860,23309,18685,15446,12925,16377,132677,12084,14936,13967,12388,11962,12619,18707,96663
福井県,はい,402,380,442,450,414,377,431,2896,2713,3793,3736,2726,1781,1013,899,16661
福井県,いいえ,14451,17289,15705,13416,11417,8165,7234,87677,7855,9400,9078,8499,7722,6487,6841,55882
山梨県,はい,272,344,330,346,303,297,294,2186,2404,3258,3373,2579,1736,1233,997,15580
山梨県,いいえ,14381,17364,17769,15941,13745,12454,13139,104793,9281,11596,12069,11655,11442,12097,13833,81973
長野県,はい,984,1061,1045,1046,948,978,1233,7295,6727,10076,10233,7742,5494,4153,3758,48183
長野県,いいえ,39319,48395,46527,39485,33292,28802,32746,268566,23538,29023,28576,26587,25440,26205,34925,194294
岐阜県,はい,626,822,892,833,796,889,1456,6314,5036,7273,7967,6134,4691,3629,3916,38646
岐阜県,いいえ,37085,46019,43800,36392,30766,26112,30355,250529,21204,26772,26716,24159,23069,24003,32317,178240
静岡県,はい,1476,1706,1884,1906,1999,1838,2741,13550,10675,15570,16767,12088,8187,5816,5511,74614
静岡県,いいえ,70058,84627,81929,68099,56441,43365,46375,450894,40912,49245,48482,43137,40421,38182,47706,308085
愛知県,はい,3072,3572,3909,3646,3187,3609,6071,27066,22526,31106,32294,23383,15923,12996,15138,153366
愛知県,いいえ,152405,181359,173649,136109,101639,75974,90363,911498,83495,100071,98304,81250,68863,67322,97490,596795
三重県,はい,666,841,938,945,938,1024,1726,7078,5053,7356,7855,5785,4253,3399,3668,37369
三重県,いいえ,32319,40601,39270,32583,27201,23060,27868,222902,18592,23260,23028,21098,20298,22463,32163,160902
滋賀県,はい,661,814,800,841,779,740,1158,5793,5262,6912,6853,5179,3762,2738,2788,33494
滋賀県,いいえ,28627,33193,30305,24792,20401,16498,18283,172099,17727,20018,18702,16429,15494,14810,19372,122552
京都府,はい,725,915,979,972,951,952,1438,6932,6425,9127,9274,6641,4231,3105,3473,42276
京都府,いいえ,40986,51432,49117,39427,31966,24733,29629,267290,27317,33240,31904,27660,24085,22540,32682,199428
大阪府,はい,2941,3692,4249,4113,3806,3406,4760,26967,23045,32055,33693,22630,13114,8559,8917,142013
大阪府,いいえ,133850,168832,168158,129302,95328,68767,79529,843766,88506,108582,108790,90510,72409,65847,95307,629951
兵庫県,はい,1892,2446,2639,2587,2527,2589,3999,18679,15333,22264,22992,16564,11635,9246,10096,108130
兵庫県,いいえ,87914,110349,108079,87807,70742,56260,64834,585985,53552,66202,65620,56808,50745,49502,69037,411466
奈良県,はい,351,457,483,482,530,620,1049,3972,3018,4484,4917,3575,2451,2029,2247,22721
奈良県,いいえ,17864,23245,23562,19758,16463,13720,16722,131334,12688,15592,15892,14247,12995,13884,20100,105398
和歌山県,はい,267,341,362,425,445,535,800,3175,2099,2908,3096,2271,1687,1415,1435,14911
和歌山県,いいえ,12263,16038,15540,13420,12067,10507,12516,92351,7483,9317,9588,9573,9285,10359,14320,69925
鳥取県,はい,173,216,223,249,252,205,288,1606,1390,1964,1771,1309,1025,833,853,9145
鳥取県,いいえ,7307,8584,7638,6815,6175,5882,6497,48898,4587,5313,4929,4803,5144,5791,7449,38016
島根県,はい,217,264,271,265,337,391,716,2461,2035,2785,2539,2015,1624,1388,1409,13795
島根県,いいえ,11125,13244,11625,10313,10394,9882,11435,78018,7228,8639,7794,7695,8385,9241,12343,61325
岡山県,はい,752,940,930,868,985,971,1264,6710,6604,9213,8910,6441,4528,3110,2781,41587
岡山県,いいえ,30753,38182,34007,26994,23729,20364,21332,195361,18120,21996,20244,17723,17915,18053,23264,137315
広島県,はい,1234,1594,1567,1561,1441,1114,1230,9741,8777,12834,12560,8910,5925,3593,3220,55819
広島県,いいえ,47585,59883,55626,44666,36146,25542,24035,293483,26030,31918,30137,25478,22476,19119,22263,177421
山口県,はい,471,563,584,572,595,624,905,4314,3198,4818,4762,3602,2696,2221,2413,23710
山口県,いいえ,17098,22168,20324,16946,15341,13870,16373,122120,10439,12729,12768,11283,11650,13370,18986,91225
徳島県,はい,384,383,425,458,476,512,772,3410,2504,3174,3143,2430,1791,1495,1508,16045
徳島県,いいえ,11048,12889,11655,10241,9452,8986,10690,74961,6397,7771,7572,7251,7722,9377,12078,58168
香川県,はい,343,405,468,442,504,556,988,3706,3192,4603,4348,3092,2318,1932,2225,21710
香川県,いいえ,14796,18548,16440,13506,12408,11309,14239,101246,9315,11304,10531,9444,10147,11391,17042,79174
愛媛県,はい,507,628,698,677,704,683,999,4896,4642,6169,6310,4804,3558,3303,3728,32514
愛媛県,いいえ,22618,27836,24807,21404,19194,15289,15781,146929,13425,16043,15345,14103,13879,13056,15748,101599
高知県,はい,129,162,136,196,178,110,125,1036,1453,2039,1999,1362,701,287,173,8014
高知県,いいえ,11029,13555,11918,10180,9581,8843,10337,75443,7662,9426,8907,8317,8683,9339,12219,64553
福岡県,はい,2037,2187,2296,2224,2284,2401,3335,16764,16716,20876,20110,14763,10388,7660,8031,98544
福岡県,いいえ,84736,95760,85402,69566,61776,52106,56949,506295,52700,58741,54428,47600,44854,47083,60877,366283
佐賀県,はい,258,288,308,336,322,382,380,2274,2009,2698,2671,2153,1585,1363,1285,13764
佐賀県,いいえ,12854,14028,12613,11814,11119,10371,11171,83970,8031,9006,8445,8290,8937,9642,11413,63764
長崎県,はい,489,576,636,656,850,959,1303,5469,4224,5407,5534,4507,3761,3535,3751,30719
長崎県,いいえ,17578,20975,20053,18742,18015,16945,18867,131175,11159,12766,12679,12694,13351,15643,20056,98348
熊本県,はい,674,703,774,781,780,897,1030,5639,6015,7623,7028,5518,4318,3469,3287,37258
熊本県,いいえ,29050,32086,28639,27373,25867,23333,23288,189636,18626,20454,19374,19785,20058,21085,23982,143364
大分県,はい,418,479,482,471,598,561,724,3733,3409,4453,4650,3656,3077,2410,2278,23933
大分県,いいえ,18014,21069,18509,16572,16652,15389,16678,122883,11640,13287,12575,11951,12939,13953,18083,94428
宮崎県,はい,499,515,418,455,541,571,747,3746,3461,4396,4059,3144,2418,2058,2026,21562
宮崎県,いいえ,17215,19554,17309,15845,15459,14247,15916,115545,10007,11521,10868,10825,11644,13417,17422,85704
鹿児島県,はい,427,447,436,548,640,771,1120,4389,3621,4559,4418,3332,2621,2394,2435,23380
鹿児島県,いいえ,23291,25785,23868,23327,23725,23219,26242,169457,14676,15974,15921,16307,18640,22558,28282,132358
沖縄県,はい,418,492,461,463,441,432,500,3207,4277,4911,4287,2675,1776,1428,1165,20519
沖縄県,いいえ,18497,21777,19424,16282,14480,13361,13327,117148,13104,14859,13386,12381,12182,12987,14028,92927
都道府県判別不可,はい,1476,1680,1824,1879,1104,332,235,8530,8126,10336,10362,6910,2657,642,271,39304
都道府県判別不可,いいえ,79716,84401,82589,75487,37213,10164,6157,375727,28970,32756,31021,24444,12810,4921,2682,137604
