都道府県名,回答,男40～44歳,男45～49歳,男50～54歳,男55～59歳,男60～64歳,男65～69歳,男70～74歳,男中計,女40～44歳,女45～49歳,女50～54歳,女55～59歳,女60～64歳,女65～69歳,女70～74歳,女中計
山梨県,いいえ,9869,12480,13452,13145,12072,11740,12806,85564,9734,12578,13163,12667,12128,12721,14414,87405
長野県,はい,11299,12790,10861,7305,4474,2491,1653,50873,4595,5774,5184,3623,2327,1377,1140,24020
長野県,いいえ,29080,36711,36688,33147,29558,26505,30566,222255,25663,33283,33528,30574,28217,27849,34876,213990
岐阜県,はい,9240,10773,8765,5825,3511,1817,1312,41243,3423,4306,3991,2676,1746,967,902,18011
岐阜県,いいえ,27776,35222,34953,30542,26683,21995,24106,201277,22212,28961,29744,26527,23806,21940,26851,180041
静岡県,はい,21112,23617,19896,13501,7966,4259,2901,93252,8415,10111,9438,6525,4286,2422,2056,43253
静岡県,いいえ,52329,65149,66178,58454,51861,41426,46099,381496,44076,55784,56887,49454,44774,41432,50636,343043
愛知県,はい,41953,46914,40017,25354,13724,7190,5464,180616,15838,18816,17172,11198,6571,3784,3843,77222
愛知県,いいえ,110540,136444,138760,117001,92248,71324,89996,756313,89417,111474,112583,92523,77287,76014,108158,667456
三重県,はい,9529,11107,9277,6163,3727,2071,1605,43479,3657,4570,4153,2988,1925,1131,1220,19644
三重県,いいえ,23852,31113,31846,28428,24819,21957,27833,189848,20148,26337,27006,24020,22675,24685,34454,179325
滋賀県,はい,8920,9483,7774,4926,2884,1472,1029,36488,3368,3975,3369,2176,1404,782,651,15725
滋賀県,いいえ,20525,24656,23409,20787,18520,15564,18058,141519,19614,22937,22178,19379,17769,16597,21254,139728
京都府,はい,13215,15461,13060,8283,4990,2661,2148,59818,6063,7475,6582,4510,2660,1590,1567,30447
京都府,いいえ,29179,37657,37643,32648,28432,23160,28995,217714,27976,35186,34838,29972,25812,24118,34583,212485
大阪府,はい,45660,51770,45311,27688,15233,6697,4172,196531,22194,26021,24031,15569,8226,3693,2855,102589
大阪府,いいえ,90600,118932,124317,102547,79527,54242,55817,625982,84556,108038,110293,88553,65030,50113,61939,568522
兵庫県,はい,26853,30657,26605,17125,10218,4923,3551,119932,11308,13940,12621,8408,5018,2759,2502,56556
兵庫県,いいえ,62922,81406,82852,72028,62029,51104,59609,471950,56349,72633,73529,62230,54062,51599,68084,438486
奈良県,はい,5429,6419,5609,3535,2105,1094,795,24986,2576,3028,2896,1933,1158,679,639,12909
奈良県,いいえ,12809,17202,18324,16532,14607,12289,14824,106587,12933,16621,17359,15248,13238,13304,18225,106928
和歌山県,はい,3919,4638,3845,2616,1705,950,782,18455,1683,2058,2004,1372,898,570,537,9122
和歌山県,いいえ,9231,12325,12286,11566,11150,10196,12470,79224,7983,10284,10793,10576,10107,11222,15172,76137
鳥取県,はい,2826,3027,2364,1698,1254,739,434,12342,1215,1381,1137,866,585,369,315,5868
鳥取県,いいえ,6589,7817,7215,7003,6980,6431,6939,48974,6199,7503,6974,6620,6750,6918,8250,49214
島根県,はい,3274,3515,2848,1946,1351,874,648,14456,1425,1584,1336,940,629,471,437,6822
島根県,いいえ,8234,10118,9187,8826,9543,9355,11390,66653,7869,9816,8939,8717,9255,9966,13093,67655
岡山県,はい,9723,10922,8681,5606,3587,1868,1295,41682,4449,5277,4317,2880,1919,1129,959,20930
岡山県,いいえ,22942,29649,27484,23294,21983,19674,21328,166354,20564,26343,25189,21439,20595,20087,25085,159302
広島県,はい,14078,16071,13320,8513,5012,2143,1261,60398,5752,7034,6117,3838,2377,1119,748,26985
広島県,いいえ,34494,44880,43304,37266,31918,22674,20653,235189,28592,36881,35589,29498,24453,19080,20125,194218
山口県,はい,6400,7582,6128,3908,2748,1446,952,29164,2576,3322,2976,2093,1402,791,679,13839
山口県,いいえ,14763,19513,18304,16318,15447,13081,13788,111214,12053,15565,15840,13702,13017,12663,15786,98626
徳島県,はい,3402,3684,2952,2088,1420,862,741,15149,1515,1790,1551,1140,763,607,556,7922
徳島県,いいえ,7320,9085,8824,8503,8282,8403,10529,60946,7012,8736,8856,8300,8452,10074,12831,64261
香川県,はい,4774,5585,4408,2889,1893,1052,823,21424,2253,2674,2347,1493,986,622,647,11022
香川県,いいえ,10303,13340,12654,11190,10787,9964,12578,80816,9870,12811,12038,10469,10506,11087,15752,82533
愛媛県,はい,7712,8883,6899,4894,3044,1465,823,33720,3366,4056,3490,2476,1562,795,515,16260
愛媛県,いいえ,15143,19436,18376,17021,16014,12087,11522,109599,14084,17399,17291,15438,14002,11972,12694,102880
高知県,はい,3837,4317,3364,2285,1528,942,648,16921,1850,2301,1937,1302,908,537,489,9324
高知県,いいえ,7347,9506,8827,8264,8287,8019,9804,60054,7290,9208,8950,8373,8471,9103,11916,63311
福岡県,はい,33793,35186,27748,18180,12425,7421,5606,140359,16579,18051,15482,10692,7473,4680,4432,77389
福岡県,いいえ,52950,62640,59604,53402,51361,46033,52611,378601,52055,60667,58079,50697,46470,48115,61696,377779
佐賀県,はい,4639,4632,3867,2811,2088,1299,943,20279,2109,2352,2173,1575,1358,884,699,11150
佐賀県,いいえ,8458,9690,9055,9365,9422,9672,11153,66815,7957,9328,8972,8965,9388,10659,12809,68078
長崎県,はい,6124,6604,5645,4290,3317,2166,1626,29772,3018,3379,3205,2442,1868,1397,1279,16588
長崎県,いいえ,11742,14714,14784,14784,15047,15391,18350,104812,12160,14449,14718,14502,15009,17651,22450,110939
熊本県,はい,10479,10494,8109,6255,4276,2567,1691,43871,5098,5636,4579,3492,2477,1596,1186,24064
熊本県,いいえ,18450,21505,20493,21112,21394,20370,20971,144295,19094,21883,21167,21062,20827,21271,23750,149054
大分県,はい,6810,7404,5741,4228,3074,1859,1298,30414,3305,3705,3263,2358,1832,1127,1107,16697
大分県,いいえ,11924,14477,13627,13089,14302,14113,16109,97641,11825,14129,14049,13302,14241,15295,19287,102128
宮崎県,はい,6531,6852,5295,3753,2762,1674,1298,28165,2963,3358,2749,2013,1550,1028,943,14604
宮崎県,いいえ,11163,13195,12434,12530,13191,13045,15222,90780,10495,12519,12099,11835,12338,14211,18256,91753
鹿児島県,はい,8612,8403,6754,5144,4043,2737,2003,37696,3944,3879,3246,2564,2090,1603,1433,18759
鹿児島県,いいえ,15094,17830,17543,18713,20236,21223,25328,135967,14450,16743,17148,17151,19214,23396,29281,137383
沖縄県,はい,8079,8525,6756,4662,3383,2424,1677,35506,5370,5739,4992,3682,2651,1878,1275,25587
沖縄県,いいえ,12317,15467,14331,13007,11789,10622,10396,87929,13157,15481,14359,12791,11777,11626,12042,91233
都道府県判別不可,はい,19058,19959,17815,12231,4774,875,263,74975,7322,8149,7510,4791,2363,670,288,31093
都道府県判別不可,いいえ,57008,62634,64724,62496,33154,9649,5976,295641,33424,39286,38367,30354,16103,6821,4190,168545
