都道府県名,回答,男40～44歳,男45～49歳,男50～54歳,男55～59歳,男60～64歳,男65～69歳,男70～74歳,男中計,女40～44歳,女45～49歳,女50～54歳,女55～59歳,女60～64歳,女65～69歳,女70～74歳,女中計
神奈川県,はい,2080,3692,5926,7583,7821,6940,10277,44319,1023,1497,1892,2107,2178,2562,5224,16483
神奈川県,いいえ,176055,212261,213889,171588,119144,79582,86636,1059155,130674,160445,163297,127140,92759,77512,104245,856072
新潟県,はい,705,1147,1548,2070,2534,2941,4017,14962,393,596,684,732,773,978,1581,5737
新潟県,いいえ,44081,51592,47531,41385,36875,32556,35668,289688,33768,41379,39003,35420,33197,34725,41845,259337
富山県,はい,288,499,755,983,1162,1219,1834,6740,146,204,253,297,319,479,1006,2704
富山県,いいえ,21585,27508,25092,19928,16364,13314,15618,139409,15864,20942,20194,16897,14805,14897,20642,124241
石川県,はい,359,588,781,975,1179,1314,2128,7324,219,355,347,409,499,625,1272,3726
石川県,いいえ,20288,25802,23056,18405,14975,12257,15275,130058,15838,20433,19145,16029,14326,14518,20415,120704
福井県,はい,143,245,410,542,716,743,890,3689,92,128,174,219,220,256,420,1509
福井県,いいえ,14759,17444,15752,13382,11257,7876,6914,87384,10449,13040,12604,10972,9259,7247,7330,70901
山梨県,はい,203,296,499,681,819,1107,1703,5308,126,195,263,275,352,562,978,2751
山梨県,いいえ,14468,17435,17618,15625,13246,11649,11743,101784,11581,14697,15201,13996,12844,12776,13851,94946
長野県,はい,462,843,1294,1697,1898,2338,3623,12155,249,390,541,594,779,1045,1909,5507
長野県,いいえ,39887,48667,46346,38883,32416,27594,30522,264315,30048,38755,38321,33796,30250,29428,36900,237498
岐阜県,はい,392,707,1099,1499,1888,2253,3671,11509,229,338,481,567,744,970,1983,5312
岐阜県,いいえ,37375,46197,43669,35807,29711,24761,28152,245672,26025,33737,34231,29761,27038,26670,34257,211719
静岡県,はい,656,1288,1979,2618,3124,3314,4747,17726,332,525,685,788,943,1214,2359,6846
静岡県,いいえ,71161,85467,82414,67996,55747,42170,44785,449740,51215,64221,64460,54325,47665,42940,51267,376093
愛知県,はい,1476,2724,4384,5593,5954,6202,10311,36644,735,1147,1397,1649,1767,2535,5475,14705
愛知県,いいえ,156490,185967,178451,139646,101778,73370,86068,921770,105394,130316,129369,102827,82822,77770,107144,735642
三重県,はい,341,600,1035,1415,1702,2061,3295,10449,168,235,336,438,512,818,1744,4251
三重県,いいえ,33084,41627,40017,33217,26875,22078,26324,223222,23576,30577,30711,26531,24080,25064,34108,194647
滋賀県,はい,253,500,717,996,1232,1380,2127,7205,188,274,299,342,420,628,1051,3202
滋賀県,いいえ,29201,33606,30465,24757,20195,15984,17481,171689,22837,26692,25288,21289,18896,17018,21222,153242
京都府,はい,628,1022,1558,1886,2134,1798,2373,11399,400,589,676,741,695,675,1212,4988
京都府,いいえ,40560,50422,47343,37481,29403,20098,20732,246039,32577,40671,39271,32003,24969,19250,24213,212954
大阪府,はい,1703,3077,4807,5848,6351,5978,8739,36503,1243,1745,2209,2215,2171,2524,4889,16996
大阪府,いいえ,136042,170221,168216,128130,93538,66377,75666,838190,110657,139318,140678,111150,83508,71975,99363,756649
兵庫県,はい,1141,2065,2990,3898,4680,4643,7079,26496,776,1096,1341,1426,1516,1836,3558,11549
兵庫県,いいえ,89355,111152,108043,86968,69376,54221,61566,580681,68300,87558,87462,72004,60838,56735,75227,508124
奈良県,はい,192,369,654,849,1033,1163,1890,6150,148,197,277,360,357,491,1076,2906
奈良県,いいえ,18116,23414,23414,19452,16034,13171,15864,129465,15576,19890,20542,17461,15087,15416,21237,125209
和歌山県,はい,170,308,445,679,802,932,1281,4617,82,136,194,223,277,338,733,1983
和歌山県,いいえ,12397,16001,15346,13148,11693,9777,11499,89861,9462,12023,12399,11519,10488,10967,14451,81309
鳥取県,はい,89,164,221,294,373,504,754,2399,52,81,88,105,136,207,395,1064
鳥取県,いいえ,7512,8671,7650,6899,6298,5601,6033,48664,5937,7210,6625,6015,6039,6420,7904,46150
島根県,はい,165,270,358,502,734,924,1380,4333,119,154,191,187,303,389,697,2040
島根県,いいえ,11224,13257,11544,10144,10117,9383,10775,76444,9141,11256,10138,9526,9701,10241,13064,73067
岡山県,はい,316,593,911,1064,1440,1658,2310,8292,143,268,360,377,468,573,1036,3225
岡山県,いいえ,31440,38617,34085,26994,23745,19739,20269,194889,24630,30975,28837,23809,21988,20585,24980,175804
広島県,はい,481,1015,1440,1869,2226,2039,2374,11444,282,376,504,573,576,618,1085,4014
広島県,いいえ,49210,61444,56585,45231,36614,26715,26978,302777,35446,45496,43397,35007,29515,25319,30106,244286
山口県,はい,242,431,637,858,1075,1247,1737,6227,121,194,267,305,379,533,1011,2810
山口県,いいえ,17369,22209,20152,16756,15233,13297,15557,120573,13342,17108,16999,14400,13856,15016,20391,111112
徳島県,はい,131,238,345,493,631,848,1334,4020,63,98,117,148,221,378,746,1771
徳島県,いいえ,11311,13050,11762,10223,9321,8700,10228,74595,8848,10860,10610,9542,9308,10543,12915,72626
香川県,はい,199,330,478,671,836,1072,1627,5213,103,155,192,254,317,449,975,2445
香川県,いいえ,15007,18736,16564,13421,12145,10809,13616,100298,12445,15846,14802,12387,12204,12891,18300,98875
愛媛県,はい,407,699,939,1286,1539,1636,2177,8683,234,386,473,554,658,766,1330,4401
愛媛県,いいえ,22728,27798,24588,20821,18377,14343,14589,143244,17846,21853,21191,18353,16784,15586,18128,129741
高知県,はい,103,198,279,393,488,588,915,2964,58,94,138,159,197,249,541,1436
高知県,いいえ,11121,13617,11867,10072,9348,8428,9583,74036,9141,11485,10858,9631,9282,9432,11881,71710
福岡県,はい,1109,1974,2671,3416,4273,4811,7046,25300,662,978,1155,1251,1593,2129,3817,11585
福岡県,いいえ,85878,96202,85146,68544,60037,49774,53289,498870,68815,78673,73485,61185,53695,52653,65189,453695
佐賀県,はい,125,214,286,404,489,518,579,2615,72,94,112,157,190,210,277,1112
佐賀県,いいえ,12998,14122,12651,11764,10986,10260,10997,83778,9993,11638,11027,10295,10338,10815,12451,76557
長崎県,はい,240,455,657,908,1284,1645,2448,7637,133,214,283,378,506,809,1469,3792
長崎県,いいえ,17705,21030,19992,18451,17459,16175,17713,128525,15136,17895,17871,16740,16525,18342,22371,124880
熊本県,はい,353,578,892,1307,1694,1975,2618,9417,241,290,372,499,607,898,1452,4359
熊本県,いいえ,29411,32268,28592,26906,25027,22399,21929,186532,24435,27829,26073,24837,23833,23811,26089,176907
大分県,はい,628,762,861,1119,1443,1608,2110,8531,445,596,559,497,591,668,1189,4545
大分県,いいえ,17942,20943,18366,16116,15979,14457,15459,119262,14765,17330,16846,15275,15590,15838,19337,114981
宮崎県,はい,222,380,525,737,1042,1318,1980,6204,108,182,203,274,415,634,1212,3028
宮崎県,いいえ,17474,19689,17222,15575,15001,13537,14773,113271,13400,15769,14758,13726,13705,14937,18407,104702
鹿児島県,はい,303,503,785,1070,1685,2198,3400,9944,143,194,287,412,590,1025,1996,4647
鹿児島県,いいえ,23721,26063,23847,23082,22941,21943,24031,165628,18408,20622,20318,19498,20867,24032,28761,152506
沖縄県,はい,459,730,826,939,1080,1327,1689,7050,327,436,449,476,527,734,1022,3971
沖縄県,いいえ,18718,21805,19276,15995,14122,12625,12116,114657,17084,19337,17191,14582,13472,13685,14023,109374
都道府県判別不可,はい,832,1357,2185,3438,2352,887,711,11762,303,400,474,486,348,199,132,2342
都道府県判別不可,いいえ,80512,84806,82267,73957,35972,9640,5696,372850,36867,42747,40928,30912,15138,5370,2835,174797
