都道府県名,回答,男40～44歳,男45～49歳,男50～54歳,男55～59歳,男60～64歳,男65～69歳,男70～74歳,男中計,女40～44歳,女45～49歳,女50～54歳,女55～59歳,女60～64歳,女65～69歳,女70～74歳,女中計
佐賀県,はい,5424,5705,4913,3960,3011,2258,2028,27299,2341,2675,2314,1888,1443,1104,1061,12826
佐賀県,いいえ,7683,8636,8023,8228,8516,8726,10064,59876,7733,9021,8836,8652,9307,10435,12443,66427
長崎県,はい,6764,7743,7063,5816,4734,3486,3511,39117,3321,3655,3476,2679,1975,1681,2055,18842
長崎県,いいえ,11119,13584,13386,13269,13656,14128,16534,95676,11863,14178,14444,14258,14933,17430,21732,108838
熊本県,はい,11809,12698,10638,8982,6652,4782,4042,59603,5759,6302,5378,4163,2905,2158,2283,28948
熊本県,いいえ,17230,19422,18075,18488,19158,18330,18881,129584,18548,21396,20521,20581,20659,20995,22966,145666
大分県,はい,7483,8562,7074,6033,4632,3370,2949,40103,3373,3887,3560,2683,2144,1596,1788,19031
大分県,いいえ,11252,13320,12307,11288,12747,12599,14449,87962,11751,13933,13750,12980,13918,14820,18583,99735
宮崎県,はい,7233,8154,6753,5614,4397,3438,3159,38748,3470,3866,3342,2600,1915,1675,2062,18930
宮崎県,いいえ,10458,11894,10981,10664,11558,11271,13349,80175,9995,12009,11499,11232,11971,13556,17086,87348
鹿児島県,はい,10241,10802,9610,8539,7592,6254,6109,59147,4994,5304,4802,4090,3321,3086,3822,29419
鹿児島県,いいえ,13513,15462,14702,15372,16758,17698,21182,114687,13461,15356,15619,15618,17983,21852,26848,126737
沖縄県,はい,8037,9352,7687,5918,4766,3794,3086,42640,5273,5844,4914,3753,2877,2396,2210,27267
沖縄県,いいえ,12360,14638,13424,11755,10404,9253,8975,80809,13249,15379,14435,12706,11531,11107,11084,89491
都道府県判別不可,はい,27067,30423,29198,22578,9367,2000,805,121438,7414,8671,8163,5439,2394,589,258,32928
都道府県判別不可,いいえ,48612,51580,52427,51318,28086,8410,5406,245839,28665,33219,31828,24495,12191,4644,2514,137556
