都道府県名,回答,男40～44歳,男45～49歳,男50～54歳,男55～59歳,男60～64歳,男65～69歳,男70～74歳,男中計,女40～44歳,女45～49歳,女50～54歳,女55～59歳,女60～64歳,女65～69歳,女70～74歳,女中計
石川県,いいえ,21788,26299,21538,15569,11480,8153,8560,113387,18143,22750,20144,15989,12917,11012,12563,113518
福井県,はい,745,1844,2982,4040,4896,4589,5351,24447,264,773,1555,2063,2556,3079,4686,14976
福井県,いいえ,15036,16802,14112,10781,8037,5548,5047,75363,11955,14294,12889,10818,8756,6868,6656,72236
山梨県,はい,899,2182,3738,5100,5809,6284,7508,31520,316,870,1890,2606,3206,4428,6560,19876
山梨県,いいえ,14821,16816,15604,12211,9068,7173,6763,82456,12252,15110,14598,12604,10746,9530,9050,83890
長野県,はい,2161,5169,8785,11344,12897,14066,18647,73069,726,2088,4094,5807,7457,9900,17024,47096
長野県,いいえ,39500,45922,40404,30649,22825,17705,18108,215113,30602,38412,36194,29909,24878,22353,24336,206684
岐阜県,はい,1873,4804,8050,10321,11922,12230,16571,65771,560,1805,3688,5191,6533,8936,15627,42340
岐阜県,いいえ,37517,44210,38521,28617,21259,16037,16166,202327,27252,34334,33000,26889,22742,19764,21366,185347
静岡県,はい,3798,9759,15993,20091,22903,21799,28443,122786,1185,3597,7128,9333,11565,14932,25079,72819
静岡県,いいえ,72615,82775,73581,55014,40126,27947,26685,378743,53499,65213,62160,49451,40693,33835,35736,340587
愛知県,はい,8086,20620,34308,41434,41160,36750,51040,233398,2498,7052,13869,17588,20080,26190,49445,136722
愛知県,いいえ,162064,182343,162307,114535,74292,47049,47799,790389,111897,134585,127037,94781,69679,56627,65129,659735
三重県,はい,1792,4766,7858,10129,11231,11109,15434,62319,613,1898,3570,4809,6159,8598,15987,41634
三重県,いいえ,33084,39262,34849,25974,18462,13652,14539,179822,24885,31022,29599,23967,19685,17870,20189,167217
滋賀県,はい,1383,3592,5672,7244,8353,8192,10648,45084,529,1397,2735,3606,4511,5757,9903,28438
滋賀県,いいえ,28745,31384,26295,19222,13763,9773,9819,139001,23029,26216,23454,18558,15300,12465,13285,132307
京都府,はい,1821,5207,8769,11348,12438,11495,16123,67201,706,1991,3987,5267,5946,7400,14790,40087
京都府,いいえ,42868,50757,44682,32100,22847,15441,16015,224710,35545,43506,40116,31422,23983,19212,22173,215957
大阪府,はい,7591,19702,33870,40458,40211,34759,46629,223220,2845,7827,15517,19303,20209,23882,45257,134840
大阪府,いいえ,144307,171724,157490,108440,69623,43575,43743,738902,119864,146603,141095,105116,73009,55929,65265,706881
兵庫県,はい,4561,12162,20529,25864,28839,26957,35840,154752,1476,4357,8625,11698,13744,17142,31011,88053
兵庫県,いいえ,93397,110667,99984,72688,51264,35918,35813,499731,73368,91605,87477,67771,52877,43987,49722,466807
奈良県,はい,1000,2781,4867,6098,6879,6671,9239,37535,336,1059,2170,3039,3523,4874,9268,24269
奈良県,いいえ,19560,23817,21882,16458,11844,8621,9250,111432,16889,20839,20481,16306,12992,11697,13701,112905
和歌山県,はい,870,2287,3582,4751,5699,5737,7565,30491,274,906,1770,2544,3067,4290,7446,20297
和歌山県,いいえ,13631,16311,14181,10730,8336,6087,6203,75479,10878,13412,12976,11161,9335,8276,8963,75001
鳥取県,はい,497,1041,1670,2302,3047,3251,3984,15792,176,456,858,1239,1705,2435,3792,10661
鳥取県,いいえ,9551,10474,8575,7040,5752,4351,3850,49593,7821,9041,7858,6880,6129,5351,5346,48426
島根県,はい,732,1771,2496,3454,4681,5336,7135,25605,295,675,1256,1890,2617,3727,6731,17191
島根県,いいえ,12123,13460,10906,8530,7306,5853,5939,64117,10195,12121,10246,8858,8233,7663,8060,65376
岡山県,はい,1724,4514,7226,8578,10220,9942,11997,54201,606,1823,3295,4389,5361,6675,10915,33064
岡山県,いいえ,33487,39102,32078,23491,17538,12776,11729,170201,26617,32526,29220,22623,18778,15500,16088,161352
広島県,はい,2632,6843,10938,13343,14928,13401,16273,78358,821,2394,4533,5786,6743,8124,13474,41875
広島県,いいえ,50626,60091,51397,37069,26989,18230,16621,261023,38084,47459,43357,33070,26427,20947,21692,231036
山口県,はい,1205,3192,4993,6228,7549,7668,9863,40698,408,1113,2287,2929,3833,5259,9405,25234
山口県,いいえ,21760,26073,21403,15675,12451,9294,8949,115605,16144,20130,18946,14998,13026,11872,13020,108136
徳島県,はい,722,1691,2645,3440,4330,4772,6457,24057,269,733,1382,1950,2653,3859,6364,17210
徳島県,いいえ,12053,13230,10973,8608,6801,5484,5560,62709,9938,11977,10865,9242,8065,7678,7747,65512
香川県,はい,1001,2529,3812,4718,5567,5961,8539,32127,354,939,1723,2314,3078,4338,8441,21187
香川県,いいえ,16971,19919,16264,11904,9358,7287,7810,89513,13647,16896,15033,11821,10603,9899,11658,89557
愛媛県,はい,1411,3563,5285,6812,7932,7270,8614,40887,479,1315,2371,3395,4159,4901,7857,24477
愛媛県,いいえ,22935,26623,21683,16680,12981,9254,8464,118620,18857,22516,20783,16905,14298,11937,11899,117195
高知県,はい,680,1649,2546,3381,4067,4300,5760,22383,285,749,1395,1861,2455,3362,5536,15643
高知県,いいえ,11349,13167,10445,7884,6333,5043,5020,59241,9708,11874,10527,8715,7666,6691,7135,62316
福岡県,はい,4944,12514,18984,22909,26731,26303,32422,144807,1903,4720,8405,10655,13353,17288,28622,84946
福岡県,いいえ,90352,96318,78687,57411,43869,32120,30066,428823,74063,82685,73287,57723,46758,40277,42049,416842
佐賀県,はい,811,1912,2892,3911,4868,5270,6595,26259,320,829,1392,1980,2769,3894,6145,17329
佐賀県,いいえ,13760,14051,11486,9725,7999,6653,6187,69861,10988,12165,10973,9628,8900,8291,7907,68852
長崎県,はい,1343,3345,5132,6878,8638,9663,12035,47034,521,1468,2737,3913,5320,7597,12005,33561
長崎県,いいえ,18822,20750,18028,14764,12302,9502,8755,102923,17058,19306,17991,15535,13686,12530,12316,108422
熊本県,はい,2170,4829,7009,9431,11627,12190,13738,60994,893,2164,3741,5292,6689,8581,12242,39602
熊本県,いいえ,29302,29883,24119,20361,16555,13192,11421,144833,25754,28233,24838,22189,19425,17053,15857,153349
大分県,はい,1250,3063,4554,5913,7460,7880,9536,39656,477,1246,2212,3034,4126,5509,9005,25609
大分県,いいえ,20132,22104,17635,13915,11703,9149,8641,103279,17073,19430,17643,14756,13499,11678,11989,106068
宮崎県,はい,1214,2925,4305,5588,7298,7727,9704,38761,528,1289,2157,3090,4104,5685,9202,26055
宮崎県,いいえ,17530,18340,14536,11815,9714,7688,7313,86936,14028,15935,13997,11963,10879,10377,10609,87788
鹿児島県,はい,1848,4068,6213,8848,11836,13122,16493,62428,686,1675,3085,4468,6688,9912,15514,42028
鹿児島県,いいえ,24213,24794,20545,17573,15055,12428,11876,126484,19673,21122,19402,17340,16435,16241,15971,126184
沖縄県,はい,1929,4498,6386,7491,8226,8437,9173,46140,852,2096,3464,4142,5189,6479,8129,30351
沖縄県,いいえ,22637,24091,18929,13865,10542,8067,6331,104462,21557,23357,19560,15554,12420,10412,8462,111322
都道府県判別不可,はい,4476,10754,18454,25434,15826,4902,3152,82998,930,2656,5138,6297,4649,2457,1915,24042
都道府県判別不可,いいえ,84748,86613,77220,62183,27511,6638,3630,348543,44828,51040,46311,33597,16195,5747,2923,200641
