都道府県名,回答,男40～44歳,男45～49歳,男50～54歳,男55～59歳,男60～64歳,男65～69歳,男70～74歳,男中計,女40～44歳,女45～49歳,女50～54歳,女55～59歳,女60～64歳,女65～69歳,女70～74歳,女中計
千葉県,いいえ,116296,137376,128859,95568,70113,55661,63191,667064,89749,109173,104738,76997,57504,52049,63472,553682
東京都,はい,13607,27763,42188,48075,44092,37664,50230,263619,3433,8907,19708,32239,38381,46816,80870,230354
東京都,いいえ,308430,336132,314671,241382,161490,108331,118975,1589411,262860,296408,278526,202565,137500,106023,130323,1414205
神奈川県,はい,8650,18630,29320,33297,29877,23718,29239,172731,2059,5574,12765,20458,22976,25559,42478,131869
神奈川県,いいえ,183119,214815,209056,160993,106946,67949,70853,1013731,140938,170118,166459,119612,78922,57591,68845,802485
新潟県,はい,2023,4346,6162,7728,8468,8719,10573,48019,663,1489,3253,6067,8699,11967,17633,49771
新潟県,いいえ,44893,50885,45588,38218,33094,27995,29906,270579,35462,43002,38819,32124,26810,24450,26388,227055
富山県,はい,821,1900,2739,3242,3442,3502,4743,20389,219,605,1397,2608,3605,5207,8927,22568
富山県,いいえ,21657,26897,23828,18145,14620,11562,13123,129832,16565,21598,20084,15484,12218,10600,12995,109544
石川県,はい,968,2093,3050,3556,3895,3948,5542,23052,240,707,1698,2913,4172,5618,9644,24992
石川県,いいえ,22038,27277,23318,17928,14331,11232,13052,129176,18337,23339,20871,16116,12715,10726,12917,115021
福井県,はい,629,1401,2049,2532,2886,2586,2747,14830,159,494,1034,2026,2679,3194,4161,13747
福井県,いいえ,15152,17245,15045,12289,10047,7551,7651,84980,12060,14573,13410,10855,8633,6753,7181,73465
山梨県,はい,623,1374,2246,2851,3150,3243,3698,17185,194,510,1174,2147,3129,4176,5700,17030
山梨県,いいえ,15097,17623,17096,14460,11727,10214,10573,96790,12374,15470,15314,13063,10823,9782,9910,86736
長野県,はい,1957,4109,6051,7288,7801,8026,10407,45639,525,1270,2990,5530,7872,10537,16469,45193
長野県,いいえ,39704,46982,43139,34705,27921,23745,26348,242544,30803,39230,37297,30186,24463,21716,24891,208586
岐阜県,はい,1255,2997,4443,5624,6105,6538,8951,35913,383,970,2425,4404,6452,8903,14458,37995
岐阜県,いいえ,38135,46017,42128,33314,27076,21729,23786,232185,27429,35169,34263,27676,22823,19797,22535,189692
静岡県,はい,3296,7315,10850,13018,13638,12972,16337,77426,854,2362,5522,9646,13224,16470,25255,73333
静岡県,いいえ,73117,85219,78723,62087,49390,36774,38791,424101,53830,66447,63766,49137,39034,32297,35560,340071
愛知県,はい,6883,15025,23171,26649,24775,21680,29849,148032,1903,4638,10481,17419,21613,27922,47563,131539
愛知県,いいえ,163267,187939,173444,129318,90677,62118,68990,875753,112492,136999,130424,94950,68146,54895,67011,664917
三重県,はい,1463,3341,5174,6408,6562,6766,8883,38597,418,1104,2644,4720,6392,8826,14953,39057
三重県,いいえ,33413,40685,37535,29696,23130,17995,21090,203544,25080,31816,30525,24056,19452,17642,21223,169794
滋賀県,はい,1236,2625,3811,4684,5223,4861,6119,28559,336,804,1953,3467,5019,6213,9534,27326
滋賀県,いいえ,28892,32351,28156,21782,16893,13104,14348,155526,23222,26809,24236,18697,14792,12009,13654,133419
京都府,はい,1592,3805,5868,7082,7472,6793,9442,42054,509,1337,3204,5619,6917,8607,14959,41152
京都府,いいえ,43097,52159,47583,36365,27812,20143,22696,249855,35742,44160,40899,31070,23012,18005,22004,214892
大阪府,はい,5804,13525,21593,24351,23038,19350,25607,133268,2059,5086,11361,18251,20718,24746,42418,124639
大阪府,いいえ,146094,177901,169767,124547,86796,58984,64765,828854,120649,149344,145251,106168,72500,55065,68104,717081
兵庫県,はい,3536,8402,13013,15641,16536,15501,20518,93147,983,2743,6371,11544,15082,19054,31421,87198
兵庫県,いいえ,94422,114426,107500,82911,63567,47373,51134,561333,73861,93219,89732,67925,51539,42075,49312,467663
奈良県,はい,786,1910,3031,3787,3873,3903,5383,22673,226,609,1611,2955,3836,5320,9007,23564
奈良県,いいえ,19774,24688,23718,18769,14850,11389,13106,126294,16999,21289,21040,16390,12679,11251,13962,113610
和歌山県,はい,527,1310,2030,2533,2915,2979,3812,16106,181,468,1139,2144,3041,4108,6545,17626
和歌山県,いいえ,13974,17288,15733,12948,11120,8845,9956,89864,10971,13850,13607,11561,9361,8458,9864,77672
鳥取県,はい,361,670,1058,1383,1532,1682,2097,8783,116,253,605,1141,1797,2498,3718,10128
鳥取県,いいえ,9687,10845,9187,7959,7267,5920,5737,56602,7881,9244,8111,6978,6038,5288,5420,48960
島根県,はい,616,1234,1647,2053,2557,2741,3681,14529,185,432,995,1889,2926,4105,6292,16824
島根県,いいえ,12239,13997,11755,9931,9430,8448,9393,75193,10305,12364,10507,8859,7924,7285,8499,65743
岡山県,はい,1459,3331,4954,5609,6241,5998,6542,34134,459,1210,2463,4339,5911,7169,10255,31806
岡山県,いいえ,33752,40285,34350,26460,21517,16720,17184,190268,26764,33139,30051,22673,18228,15006,16748,162609
広島県,はい,2067,4800,7136,8316,8737,7765,9128,47949,539,1450,3321,5591,7386,8963,13566,40816
広島県,いいえ,51191,62133,55198,42095,33180,23867,23765,291429,38365,48403,44569,33265,25784,20107,21601,232094
山口県,はい,877,2124,2974,3636,4125,4173,5087,22996,253,690,1613,2783,3852,5398,8735,23324
山口県,いいえ,22088,27141,23422,18266,15875,12789,13725,133306,16299,20553,19619,15144,13008,11733,13690,110046
徳島県,はい,452,988,1431,1776,2051,2296,3072,12066,128,314,802,1505,2327,3404,5082,13562
徳島県,いいえ,12323,13933,12187,10271,9080,7960,8945,74699,10079,12395,11445,9688,8391,8133,9029,69160
香川県,はい,737,1615,2311,2689,3054,3248,4279,17933,230,523,1191,2070,3005,4377,7231,18627
香川県,いいえ,17235,20833,17765,13933,11871,10000,12070,103707,13771,17312,15565,12065,10676,9860,12868,92117
愛媛県,はい,1070,2509,3504,4244,4616,3935,4373,24251,290,829,1815,3367,4543,5221,7488,23553
愛媛県,いいえ,23276,27677,23464,19248,16297,12589,12705,135256,19046,23002,21339,16933,13914,11617,12268,118119
高知県,はい,418,899,1296,1653,1727,1697,2092,9782,121,365,770,1428,2106,2725,4032,11547
高知県,いいえ,11611,13917,11695,9612,8673,7646,8688,71842,9872,12258,11152,9148,8015,7328,8639,66412
福岡県,はい,3466,7822,11063,12774,14025,13835,16810,79795,1059,2606,5752,9673,13129,17500,26894,76613
福岡県,いいえ,91831,101010,86607,67546,56576,44588,45678,493836,74907,84798,75940,58703,46982,40065,43777,425172
佐賀県,はい,630,1215,1815,2286,2629,2816,3436,14827,197,445,963,1863,2891,4056,5705,16120
佐賀県,いいえ,13941,14748,12563,11350,10238,9107,9346,81293,11111,12549,11401,9745,8778,8129,8347,70060
長崎県,はい,777,1817,2684,3418,4074,4520,5710,23000,251,669,1539,2954,4621,6458,9794,26286
長崎県,いいえ,19388,22278,20476,18224,16865,14645,15080,126956,17328,20105,19189,16494,14385,13669,14527,115697
熊本県,はい,1458,2996,4078,5357,5954,6077,6706,32626,422,1079,2357,4367,6245,8100,10567,33137
熊本県,いいえ,30014,31716,27050,24435,22227,19305,18453,173200,26225,29318,26222,23114,19869,17534,17532,159814
大分県,はい,953,2066,2856,3538,4131,4099,4782,22425,310,690,1552,2886,4306,5481,8469,23694
大分県,いいえ,20429,23101,19333,16290,15033,12930,13395,120511,17240,19986,18303,14904,13319,11706,12525,107983
宮崎県,はい,700,1508,2061,2654,3177,3269,4009,17378,199,498,1049,2051,3194,4482,6908,18381
宮崎県,いいえ,18044,19757,16780,14749,13835,12146,13008,108319,14357,16726,15105,13002,11789,11580,12903,95462
鹿児島県,はい,1055,2205,3329,4504,5641,6084,7613,30431,279,747,1736,3435,5442,8188,12039,31866
鹿児島県,いいえ,25006,26657,23429,21917,21250,19466,20756,158481,20080,22050,20751,18372,17681,17965,19446,136345
沖縄県,はい,973,2297,3142,3862,4071,4149,4649,23143,297,828,1673,2877,4011,5094,6471,21251
沖縄県,いいえ,23593,26292,22173,17494,14697,12355,10855,127459,22112,24625,21351,16819,13598,11797,10120,120422
都道府県判別不可,はい,4311,8457,12310,15853,9489,2892,1872,55184,648,1635,3776,5899,4660,2379,1631,20628
都道府県判別不可,いいえ,84913,88910,83364,71764,33848,8648,4910,376357,45110,52061,47673,33995,16184,5825,3207,204055
