都道府県名,回答,男40～44歳,男45～49歳,男50～54歳,男55～59歳,男60～64歳,男65～69歳,男70～74歳,男中計,女40～44歳,女45～49歳,女50～54歳,女55～59歳,女60～64歳,女65～69歳,女70～74歳,女中計
鳥取県,はい,4074,4965,4596,3991,3594,3117,2841,27178,1724,2419,2440,2198,2086,1906,2296,15069
鳥取県,いいえ,5224,5860,4988,4578,4411,4047,4531,33639,5672,6438,5651,5254,5221,5369,6266,39871
島根県,はい,5010,6297,5652,4956,4589,4137,4387,35028,2078,2918,2863,2474,2460,2489,3353,18635
島根県,いいえ,6466,7350,6409,5781,6211,6088,7669,45974,7202,8467,7401,7169,7418,7956,10198,55811
岡山県,はい,15356,20421,18730,14623,12275,10345,9783,101533,6856,9756,9947,7681,6918,6123,7173,54454
岡山県,いいえ,17087,20135,17460,14100,12868,11147,12861,105658,18114,21804,19517,16592,15557,15073,18888,125545
広島県,はい,21836,29361,28132,22127,17496,11934,9564,140450,8505,12706,13032,10104,7993,5867,5940,64147
広島県,いいえ,26769,31956,28805,23762,19542,13457,12958,157249,26214,31784,29260,23739,19452,14901,15652,161002
山口県,はい,9372,12551,11627,9301,8054,6342,5720,62967,3465,5169,5699,4489,3862,3534,4196,30414
山口県,いいえ,11069,13762,12173,10246,9377,7797,8823,73247,10857,13294,12628,10911,10222,9716,12079,79707
徳島県,はい,5075,6418,6064,5367,4786,4404,4751,36865,2327,3171,3435,2951,2712,3087,3761,21444
徳島県,いいえ,5647,6322,5729,5226,4930,4894,6582,39330,6186,7330,6923,6480,6495,7615,9676,50705
香川県,はい,7129,9489,8701,7139,6236,5353,5935,49982,3177,4437,4443,3641,3329,3401,4560,26988
香川県,いいえ,7859,9309,8260,6827,6321,5618,7513,51707,8841,10910,9803,8198,8042,8297,11910,66001
愛媛県,はい,11074,14474,13152,11214,9429,6378,5197,70918,4849,6824,6910,5761,4820,3743,3743,36650
愛媛県,いいえ,11701,13728,12056,10659,9597,7176,7156,72073,12537,14576,13818,12069,10687,8978,9436,82101
高知県,はい,5568,7289,6433,5444,4836,4348,4409,38327,2671,3769,3804,3219,2951,2862,3550,22826
高知県,いいえ,5617,6534,5752,5100,4989,4617,6043,38652,6458,7716,7050,6431,6390,6749,8841,49635
福岡県,はい,43201,51502,46379,36353,31514,25559,25228,259736,18765,24460,24327,19162,15899,15134,18612,136359
福岡県,いいえ,43194,45961,40680,34820,31971,28022,33435,258083,50177,54570,49490,42410,38207,37878,47856,320588
佐賀県,はい,6522,7565,6796,6288,5554,5001,4922,42648,2785,3736,3775,3404,3280,3346,3986,24312
佐賀県,いいえ,6591,6792,6157,5904,5966,6004,7188,44602,7252,7946,7349,7105,7455,8176,9521,54804
長崎県,はい,8764,11250,10654,9751,8903,8069,8259,65650,4321,5709,6148,5418,5280,5640,6905,39421
長崎県,いいえ,9121,10080,9795,9336,9484,9579,11813,69208,10832,12134,11763,11520,11617,13464,16916,88246
熊本県,はい,15005,17327,15697,14348,12403,10674,9348,94802,7308,9413,9268,8225,7135,6702,6842,54893
熊本県,いいえ,14115,14841,13030,13089,13317,12264,13294,93950,16929,18161,16538,16352,16247,16148,18088,118463
大分県,はい,9275,11138,9912,8650,8508,7467,7312,62262,4740,6238,6204,5449,5147,5173,6153,39104
大分県,いいえ,9171,10241,8925,8268,8726,8439,10100,63870,10388,11571,11102,10218,10929,11263,14231,79702
宮崎県,はい,9091,10576,9322,8262,7657,6649,6649,58206,4210,5585,5383,4750,4443,4765,5822,34958
宮崎県,いいえ,8611,9497,8426,8037,8315,8090,9886,60862,9260,10273,9451,9086,9438,10479,13367,71354
鹿児島県,はい,12166,13907,12866,12368,11676,10732,10909,84624,5548,7299,7541,6939,7131,8075,9451,51984
鹿児島県,いいえ,11652,12412,11498,11567,12725,13278,16441,89573,12901,13357,12890,12786,14178,16902,21273,104287
沖縄県,はい,11442,13928,12445,10259,8589,7126,6066,69855,6967,8778,8604,7081,6027,5712,5789,48958
沖縄県,いいえ,9235,10344,8912,7586,6731,6035,6084,54927,11727,12606,10856,9500,8513,7907,7569,68678
都道府県判別不可,はい,34147,40164,41053,36685,18340,4932,2673,177994,8853,12468,12526,9327,4297,1442,783,49696
都道府県判別不可,いいえ,41482,41770,40526,37156,19088,5474,3530,189026,27176,29354,27376,20534,10260,3768,1985,120453
