都道府県名,二次医療圏番号,二次医療圏名,回答,男40～44歳,男45～49歳,男50～54歳,男55～59歳,男60～64歳,男65～69歳,男70～74歳,男中計,女40～44歳,女45～49歳,女50～54歳,女55～59歳,女60～64歳,女65～69歳,女70～74歳,女中計
北海道,0101,南渡島,はい,1189,1601,1280,1181,1188,1301,1789,9529,510,712,812,815,982,1443,2276,7550
北海道,0101,南渡島,いいえ,3337,4176,3924,3514,3081,2486,2366,22884,3041,3921,3851,3372,2914,2593,2891,22583
北海道,0102,南檜山,はい,68,91,77,67,82,72,100,557,27,25,30,29,52,70,112,345
北海道,0102,南檜山,いいえ,206,258,255,239,223,195,178,1554,181,213,219,214,206,199,255,1487
北海道,0103,北渡島檜山,はい,117,109,100,91,92,105,138,752,50,63,47,56,58,81,146,501
北海道,0103,北渡島檜山,いいえ,280,341,330,299,267,242,223,1982,199,261,245,259,245,273,277,1759
北海道,0104,札幌,はい,9445,11234,10285,9144,8056,5651,4120,57935,4218,5680,6139,5852,4751,3424,3217,33281
北海道,0104,札幌,いいえ,28043,33603,32193,27621,23376,13363,7132,165331,25267,29545,27410,22214,15588,7968,4887,132879
北海道,0105,後志,はい,729,832,750,678,657,709,882,5237,259,366,351,379,426,605,990,3376
北海道,0105,後志,いいえ,1794,2444,2343,2165,1842,1540,1429,13557,1516,2069,2006,1830,1624,1463,1727,12235
北海道,0106,南空知,はい,425,607,493,531,495,601,669,3821,177,231,288,306,325,457,714,2498
北海道,0106,南空知,いいえ,1341,1855,1686,1665,1681,1294,1078,10600,1159,1621,1598,1507,1409,1136,1261,9691
北海道,0107,中空知,はい,247,344,311,310,279,350,541,2382,99,154,159,211,251,389,644,1907
北海道,0107,中空知,いいえ,811,1189,1119,1107,1058,849,920,7053,839,1061,1009,997,892,915,1181,6894
北海道,0108,北空知,はい,76,80,79,89,89,112,174,699,34,44,46,63,52,104,200,543
北海道,0108,北空知,いいえ,200,301,274,312,315,262,271,1935,236,257,292,267,281,282,316,1931
北海道,0109,西胆振,はい,522,705,590,524,487,642,1016,4486,232,346,340,323,412,663,1188,3504
北海道,0109,西胆振,いいえ,1659,2304,2093,1793,1623,1332,1392,12196,1365,1776,1774,1566,1334,1314,1627,10756
北海道,0110,東胆振,はい,1035,1158,1005,858,787,922,1301,7066,295,469,429,459,509,840,1327,4328
北海道,0110,東胆振,いいえ,2716,3502,2864,2535,2080,1729,1574,17000,2033,2380,2135,1898,1580,1631,1913,13570
北海道,0111,日高,はい,234,224,183,148,163,153,203,1308,68,100,111,89,120,138,207,833
