都道府県名,回答,男40～44歳,男45～49歳,男50～54歳,男55～59歳,男60～64歳,男65～69歳,男70～74歳,男中計,女40～44歳,女45～49歳,女50～54歳,女55～59歳,女60～64歳,女65～69歳,女70～74歳,女中計
神奈川県,2,62403,71031,69259,53713,36177,23155,22994,338732,54529,64681,62993,46580,32248,23825,28910,313766
神奈川県,3,25321,29163,28845,23046,15541,9902,10070,141888,24347,29391,29516,21974,15459,11663,13976,146326
神奈川県,4,21773,25122,24083,18939,12783,8067,7832,118599,15156,18610,19379,15325,10853,8877,10567,98767
神奈川県,5,24540,35373,40719,36878,27597,19934,24806,209847,12435,18318,22776,21154,17062,17572,25925,135242
新潟県,1,13533,16300,15237,14236,14107,12590,14596,100599,8082,10253,9338,8984,8759,9561,12652,67629
新潟県,2,16647,18933,17524,14958,12678,10117,9707,100564,15560,18663,17118,14746,12854,10818,11212,100971
新潟県,3,6076,6697,6124,5390,4503,3714,3468,35972,5454,6451,6111,5322,4610,4345,4418,36711
新潟県,4,4344,4891,4216,3421,2910,2399,2210,24391,3274,3958,3843,3481,3105,2984,3067,23712
新潟県,5,5037,6872,6900,6267,5744,5662,6850,43332,2445,3553,4123,4273,4626,5978,8304,33302
富山県,1,7109,9540,8719,7239,6429,5428,6844,51308,4080,5229,4916,4352,3879,4073,6995,33524
富山県,2,7617,8861,8260,6244,4971,3840,3880,43673,7003,8925,8218,6517,5265,4470,4993,45391
富山県,3,2428,2931,2745,2189,1826,1749,2258,16126,2221,3046,2993,2456,2307,2686,3551,19260
富山県,4,2169,2634,2168,1759,1377,1027,1025,12159,1531,2013,2035,1749,1471,1375,1620,11794
富山県,5,2317,3725,3702,3274,2846,2487,3281,21632,1135,1864,2255,2109,2227,2695,4381,16666
石川県,1,5745,7363,6490,5350,4627,4080,5535,39190,3812,4772,4273,3588,3425,3482,5763,29115
石川県,2,6943,8412,7355,5705,4670,3961,4704,41750,6701,8392,7878,6461,5571,5283,6897,47183
石川県,3,3019,3678,3328,2568,2047,1479,1396,17515,2802,3556,3253,2642,2041,1594,1662,17550
石川県,4,2108,2551,2189,1775,1417,973,991,12004,1546,2126,2000,1604,1409,1191,1264,11140
石川県,5,2728,4280,4317,3778,3158,2471,3030,23762,1387,2143,2324,2307,2132,2350,3369,16012
福井県,1,4356,5271,4700,4327,3759,3038,3268,28719,2469,2988,2762,2608,2334,2104,2605,17870
福井県,2,5835,6548,5866,4836,4090,2984,2425,32584,5151,6190,5733,4874,4110,3040,2944,32042
福井県,3,1984,2232,2013,1738,1444,993,920,11324,1833,2169,2097,1807,1493,1248,1220,11867
福井県,4,1367,1642,1497,1195,1015,673,636,8025,1004,1339,1395,1180,1007,852,908,7685
福井県,5,1490,2100,2215,1958,1820,1495,1839,12917,749,1130,1422,1412,1407,1667,2312,10099
山梨県,1,3705,4637,4779,4491,4019,3658,4204,29493,2262,2929,3090,2837,2716,2869,3873,20576
山梨県,2,5028,5796,5947,4917,3884,2951,2157,30680,4520,5647,5590,4813,3905,2842,2149,29466
山梨県,3,2242,2592,2543,2174,1803,1366,1123,13843,2320,2819,2835,2433,2058,1802,1526,15793
山梨県,4,1536,1781,1641,1403,1145,822,746,9074,1342,1646,1640,1512,1322,1174,986,9622
山梨県,5,2597,3428,3625,3695,3461,4109,5335,26250,1624,2350,2788,3057,3459,4772,6361,24411
長野県,1,11483,13931,13288,11138,10092,9090,11127,80149,6637,8540,7940,6967,6364,6343,9012,51803
長野県,2,13366,15862,15300,12550,10164,8237,8005,83484,12025,15167,14254,12173,10401,8801,9311,82132
長野県,3,5801,6701,6352,5370,4377,3397,3394,35392,5475,6838,6822,5675,4834,4192,4690,38526
長野県,4,4379,5411,4703,3985,3028,2407,2321,26234,3301,4172,4377,3891,3507,3185,3436,25869
長野県,5,4803,6830,7206,6955,5957,5578,7067,44396,2481,3859,4873,5069,5088,6416,9052,36838
岐阜県,1,12058,15068,14453,12073,10613,8672,9826,82763,6132,8150,7857,6825,6496,5893,8048,49401
岐阜県,2,11659,13743,12705,10132,8014,5800,5137,67190,10055,12490,12156,10040,8093,6115,6049,64998
岐阜県,3,4146,5011,4766,3765,3088,2485,2733,25994,3994,5144,5217,4449,3799,3601,4219,30423
岐阜県,4,4310,5183,4399,3587,2685,1861,1595,23620,2961,3858,3993,3363,2728,2125,2073,21101
岐阜県,5,4796,6779,7111,6528,5488,4337,4704,39743,2247,3299,4107,4109,3834,3922,5171,26689
静岡県,1,20132,23977,22812,18963,16866,13625,16403,132778,10188,12599,12224,10164,9675,9328,13845,78023
静岡県,2,24089,27897,26303,20700,16475,12167,11513,139144,21244,25965,24594,19699,16125,13016,13791,134434
静岡県,3,11019,12716,12226,10025,8118,5763,5256,65123,9936,12199,11957,9968,8443,6956,7033,66492
静岡県,4,7698,9089,8237,6856,5490,3821,3672,44863,5829,7297,7697,6575,5532,4774,4882,42586
静岡県,5,9896,14161,15315,14310,12321,10244,12138,88385,5069,7563,9546,9322,9128,9636,12929,63193
愛知県,1,44009,54358,52137,41197,32642,27332,37465,289140,23173,29117,28561,23726,20985,21665,36576,183803
愛知県,2,50284,57163,53384,40026,28550,20430,21835,271672,42574,50764,48707,37439,28131,23787,28899,260301
愛知県,3,23167,25669,23937,18718,13085,8533,8636,121745,18248,21946,21210,16132,12311,10831,13099,113777
愛知県,4,16852,19387,17059,12814,8988,6387,6594,88081,11593,14344,14465,11319,8750,7849,8877,77197
愛知県,5,21553,28748,30825,26719,21052,16383,20726,166006,10091,14521,16971,15516,13852,15277,22744,108972
三重県,1,10556,13072,12710,10603,9114,8023,10986,75064,5549,7318,6984,6116,5851,6477,10905,49200
三重県,2,10479,12579,12064,9773,8030,6501,6873,66299,9632,11820,11594,9817,8401,7790,9205,68259
三重県,3,4125,4801,4531,3739,3248,2878,3478,26800,3768,4779,4808,4011,3647,4082,5277,30372
三重県,4,3303,4287,3815,2997,2400,1781,1843,20426,2422,3174,3226,2698,2304,2294,2702,18820
三重県,5,4422,6540,6953,6299,5231,4739,6231,40415,2153,3360,4096,4023,4125,4933,7334,30024
滋賀県,1,8600,9896,8963,7367,6108,5010,6226,52170,4794,5617,5096,4396,3902,3787,5698,33290
滋賀県,2,9976,11150,9886,7878,6442,5049,5064,55445,9482,10664,9705,7983,6942,5863,6610,57249
滋賀県,3,3538,3975,3472,2844,2308,1772,1757,19666,3518,3936,3770,3123,2604,2187,2339,21477
滋賀県,4,2538,2897,2480,2057,1630,1329,1469,14400,1960,2372,2334,1884,1755,1638,1883,13826
滋賀県,5,2920,4109,4367,3957,3538,3182,4176,26249,1687,2539,2928,2882,2994,3342,4773,21145
京都府,1,11953,15422,14834,12045,9856,7959,10695,82764,7349,9329,8409,7027,6161,5768,9248,53291
京都府,2,14574,17417,15823,12253,9411,6939,7372,83789,13670,16427,15395,12123,9399,7567,9284,83865
京都府,3,5534,6572,6288,4801,3903,3066,3277,33441,5844,7099,6967,5626,4253,3736,4995,38520
京都府,4,4504,5372,4816,3762,2964,2157,2122,25697,3577,4520,4594,3732,3161,2652,3227,25463
京都府,5,5428,7993,8635,7752,6919,5577,7502,49806,3424,5080,5875,5800,5355,5811,8945,40290
大阪府,1,37246,48725,48665,37111,27853,18626,20936,239162,22431,28219,27639,21647,16242,12905,18634,147717
大阪府,2,47945,56690,54500,39939,28118,17583,15568,260343,45179,54828,53141,39598,26740,17182,18506,255174
大阪府,3,18465,21916,20999,16110,11387,7226,6279,102382,18409,22669,22385,16748,11339,7923,8591,108064
大阪府,4,15410,18507,17342,12893,8882,5461,4779,83274,11679,14993,15080,11702,8107,5848,6115,73524
大阪府,5,16624,24605,27701,23680,18075,12730,14095,137510,9454,14020,16771,15202,12049,11423,14981,93900
兵庫県,1,25839,33213,32256,26040,21402,17697,22309,178756,14587,18440,17737,14418,12669,12348,18905,109104
兵庫県,2,30679,36647,34694,26839,20894,15236,15018,180007,28646,35374,34186,26837,21246,16717,19442,182448
兵庫県,3,11485,13443,12787,10649,8273,6105,6178,68920,11171,14061,13886,11138,8973,8016,9009,76254
兵庫県,4,9433,11700,10710,8430,6644,4697,4469,56083,7241,9424,9550,7813,6421,5651,6130,52230
兵庫県,5,11200,16243,18145,16509,14318,12065,14972,103452,6015,9262,11080,10943,10235,11505,16740,75780
奈良県,1,5384,7000,6965,5834,4799,3927,5194,39103,3579,4368,4333,3634,3159,3193,4862,27128
奈良県,2,6522,7990,7636,6144,5184,3939,4132,41547,6492,8139,8120,6442,5214,4557,5690,44654
奈良県,3,2169,2700,2719,2256,1722,1372,1448,14386,2361,2985,3093,2544,2001,1890,2301,17175
奈良県,4,1858,2497,2383,2072,1602,1175,1243,12830,1695,2165,2231,1938,1674,1547,1756,13006
奈良県,5,2229,3423,4182,3682,3263,2877,3541,23197,1238,1933,2411,2622,2423,2743,4130,17500
和歌山県,1,4038,5378,5061,4517,4156,3827,5280,32257,2289,2794,2878,2778,2666,3013,4689,21107
和歌山県,2,4272,5317,5122,4207,3653,3134,3330,29035,3966,5122,5094,4604,4085,4032,4948,31851
和歌山県,3,1676,2051,1858,1670,1428,1241,1329,11253,1483,1953,1973,1732,1614,1622,1874,12251
和歌山県,4,1267,1574,1408,1187,1068,851,830,8185,895,1131,1258,1142,995,954,1238,7613
和歌山県,5,1358,1999,2149,2010,2071,1966,2439,13992,776,1049,1330,1435,1541,2085,2876,11092
鳥取県,1,2548,2955,2666,2411,2449,2361,2710,18100,1591,1906,1571,1513,1522,1600,2367,12070
鳥取県,2,3357,3753,3221,2851,2555,2097,1892,19726,3270,3754,3342,3023,2855,2576,2573,21393
鳥取県,3,1203,1358,1135,1038,881,703,600,6918,1074,1208,1161,991,931,890,888,7143
鳥取県,4,1014,1155,1007,847,720,604,520,5867,830,1056,982,871,808,756,743,6046
鳥取県,5,1152,1574,1518,1404,1377,1387,1633,10045,611,919,1000,1039,1162,1405,1933,8069
島根県,1,3183,3799,3347,3122,3387,3419,4335,24592,2069,2505,2087,1966,2196,2388,3732,16943
島根県,2,4257,4851,4160,3554,3408,3090,3371,26691,4062,4766,4135,3745,3635,3600,4223,28166
島根県,3,1692,1816,1537,1403,1288,1041,1010,9787,1525,1885,1724,1501,1483,1339,1394,10851
島根県,4,1165,1378,1218,995,903,804,871,7334,960,1244,1152,1063,1050,1044,1190,7703
島根県,5,1187,1795,1780,1645,1811,1832,2370,12420,677,1014,1164,1354,1492,1976,2778,10455
岡山県,1,9781,12622,10894,9054,8292,7355,8625,66623,5523,6984,6187,5051,4789,4773,6729,40036
岡山県,2,10466,12350,10900,8555,7066,5866,5593,60796,10387,12612,11291,9092,8333,7090,7830,66635
岡山県,3,4214,4864,4303,3232,2960,2397,2249,24219,4111,5105,4738,3824,3564,3199,3614,28155
岡山県,4,3757,4503,3839,2819,2271,1831,1658,20678,2781,3605,3580,2796,2453,2254,2342,19811
岡山県,5,4154,6087,6089,4926,4470,4175,4837,34738,2157,3298,3722,3627,3510,4138,5829,26281
広島県,1,13341,17331,15744,12748,10873,7981,7714,85732,7160,9392,8318,6682,5876,4570,5601,47599
広島県,2,17266,20437,18627,14508,11356,7122,5625,94941,14907,18486,17113,13306,10232,6707,5927,86678
広島県,3,6665,7904,7028,5627,4541,2985,2403,37153,5831,7299,6915,5405,4263,3235,3156,36104
広島県,4,5130,6348,5750,4440,3197,1952,1566,28383,3689,4772,4617,3711,2831,2012,1736,23368
広島県,5,6390,9436,9884,8586,7138,5343,4886,51663,3283,4834,5692,5151,4616,4115,4569,32260
山口県,1,6391,8152,7194,5877,5588,4845,5151,43198,3144,4043,3871,3187,3013,3123,4412,24793
山口県,2,7399,9118,8206,6544,5563,4275,4009,45114,6510,8277,7949,6331,5537,4506,5195,44305
山口県,3,2776,3373,3066,2546,2149,1585,1544,17039,2363,2939,2894,2473,2176,2072,2156,17073
山口県,4,2185,2836,2431,1951,1626,1210,1102,13341,1533,1929,2049,1819,1570,1343,1427,11670
山口県,5,2191,3428,3393,3063,2813,2485,2862,20235,971,1580,1960,1897,2065,2333,3172,13978
徳島県,1,2896,3501,3268,2849,2782,2908,4100,22304,1676,2131,2011,1687,1757,2221,3463,14946
徳島県,2,3936,4534,4041,3523,3141,2830,3081,25086,3735,4556,4275,3795,3612,3759,4208,27940
徳島県,3,1515,1749,1607,1425,1299,1272,1419,10286,1548,1801,1861,1762,1610,1957,2250,12789
徳島県,4,1141,1255,1108,1001,833,654,664,6656,856,1040,1075,959,943,921,970,6764
徳島県,5,1237,1672,1688,1675,1548,1522,1944,11286,718,970,1117,1187,1303,1745,2329,9369
香川県,1,4146,5205,4655,3838,3821,3459,4928,30052,2480,3346,2871,2361,2307,2464,4381,20210
香川県,2,5369,6485,5720,4694,3975,3395,3523,33161,5301,6692,6075,5052,4683,4305,5193,37301
香川県,3,2172,2570,2328,1808,1630,1379,1633,13520,2256,2616,2470,2031,1972,2027,2644,16016
香川県,4,1636,2018,1741,1403,1211,831,791,9631,1273,1570,1576,1230,1191,1092,1114,9046
香川県,5,1941,2799,2674,2413,2124,2025,2584,16560,961,1495,1662,1605,1660,2041,3157,12581
愛媛県,1,6488,8204,7133,6211,5662,4202,4284,42184,3501,4376,4093,3454,3144,2683,3221,24472
愛媛県,2,8644,10020,8876,7483,6386,4517,3750,49676,8145,9524,9065,7579,6351,4873,4551,50088
愛媛県,3,2817,3376,2968,2615,2124,1316,1058,16274,2469,3144,2934,2431,2086,1597,1402,16063
愛媛県,4,2160,2695,2244,1918,1569,990,728,12304,1760,2113,2154,1922,1649,1279,1118,11995
愛媛県,5,2659,3886,3940,3567,3270,2506,2512,22340,1485,2223,2461,2504,2340,2292,2871,16176
高知県,1,3009,3760,3387,3026,2971,2981,3822,22956,1709,2165,1959,1625,1695,1928,3006,14087
高知県,2,4273,5046,4424,3704,3509,3158,3579,27693,4310,5164,4742,4319,4077,4123,5128,31863
高知県,3,1299,1525,1339,1063,955,730,643,7554,1342,1655,1555,1260,1157,937,948,8854
高知県,4,1150,1346,1069,939,763,534,541,6342,979,1282,1299,1104,976,803,848,7291
高知県,5,1499,2194,1994,1837,1639,1575,1884,12622,864,1329,1429,1495,1569,1883,2474,11043
福岡県,1,22866,26260,23146,19578,18667,16500,19720,146737,13030,15160,13701,11674,11140,11754,16949,93408
福岡県,2,31920,34724,30333,23550,20378,16144,15733,172782,30820,34181,31212,24963,20869,18286,20552,180883
福岡県,3,12924,13743,12016,9610,7967,6277,6078,68615,12706,13938,12756,10354,8779,7890,8583,75006
福岡県,4,9819,10756,9211,7243,5905,4673,4587,52194,7404,8826,8427,7113,5977,5749,6227,49723
福岡県,5,9624,12952,13046,11828,11239,10331,12392,81412,5258,7316,8278,8253,8274,9755,13933,61067
佐賀県,1,3716,3923,3608,3598,3610,3634,4314,26403,2129,2294,2133,2051,2324,2632,3693,17256
佐賀県,2,4666,5052,4297,3870,3515,3234,3064,27698,4370,5086,4537,4123,3950,3706,3795,29567
佐賀県,3,1804,1773,1620,1524,1410,1157,1114,10402,1638,1952,1854,1629,1607,1476,1500,11656
佐賀県,4,1518,1644,1451,1216,1030,905,870,8634,1176,1342,1338,1327,1208,1290,1236,8917
佐賀県,5,1411,1937,1944,1968,1966,2124,2768,14118,740,1033,1286,1411,1671,2445,3258,11844
長崎県,1,5304,6423,6412,6175,6395,6529,8261,45499,3352,4002,3975,4067,4341,5438,7960,33135
長崎県,2,6015,6805,6304,5736,5295,4573,4457,39185,6235,7106,6778,6173,5753,5456,5828,43329
長崎県,3,2516,2821,2583,2263,2208,1976,2020,16387,2605,2951,2892,2604,2450,2660,2945,19107
長崎県,4,1931,2262,1974,1742,1498,1255,1269,11931,1688,2022,2184,1872,1754,1832,1904,13256
長崎県,5,2033,2916,3068,3087,2900,3236,3995,21235,1204,1665,2003,2134,2537,3595,4998,18136
熊本県,1,7106,7830,7020,6976,7161,6675,7319,50087,4172,4609,4124,4159,4096,4434,5677,31271
熊本県,2,10543,10961,9613,8786,7959,6465,5362,59689,10491,11564,10362,9519,8386,7141,6672,64135
熊本県,3,4419,4612,4010,3692,3118,2530,2054,24435,4491,4963,4694,4065,3781,3289,3015,28298
熊本県,4,3174,3553,2761,2523,2178,1724,1481,17394,2661,3090,2972,2711,2487,2142,2114,18177
熊本県,5,3373,4612,4724,4870,4513,4144,4399,30635,1923,2840,3132,3514,3521,3946,4832,23708
大分県,1,4973,5988,5156,4866,5182,5183,6431,37779,3020,3428,3194,2904,3219,3736,5656,25157
大分県,2,6745,7490,6427,5569,5415,4425,3894,39965,6457,7384,6870,6015,5771,4960,5144,42601
大分県,3,2798,3091,2664,2268,2304,2125,2165,17415,2859,3263,3230,2800,2936,2823,3169,21080
大分県,4,2010,2185,1895,1587,1535,1250,1325,11787,1618,1975,1936,1820,1716,1738,1999,12802
大分県,5,2062,2807,2822,2706,2809,2967,3576,19749,1130,1682,1999,2050,2370,3138,4385,16754
宮崎県,1,4025,4735,4110,4104,4391,4339,5409,31113,2199,2569,2318,2206,2478,3042,4633,19445
宮崎県,2,6674,7232,6197,5434,5044,4124,3751,38456,5982,6740,6108,5380,4963,4587,4858,38618
宮崎県,3,2776,3037,2565,2303,2188,1955,2089,16913,2587,3041,2771,2528,2599,2764,3121,19411
宮崎県,4,2040,2187,1899,1631,1488,1247,1229,11721,1558,1837,1830,1745,1669,1706,1758,12103
宮崎県,5,1962,2627,2730,2599,2631,2912,3947,19408,1035,1521,1650,1819,2008,3004,4637,15674
鹿児島県,1,5449,6125,5789,6126,6782,6938,8384,45593,2843,3220,3087,3016,3666,4470,6645,26947
鹿児島県,2,9206,9609,8650,8197,8059,7573,7761,59055,8428,9136,8651,8054,8189,8481,8974,59913
鹿児島県,3,3508,3532,3259,3086,2952,2773,2733,21843,3450,3657,3499,3385,3585,3933,4150,25659
鹿児島県,4,2874,3175,2724,2494,2378,2101,2440,18186,2147,2610,2727,2504,2473,2933,3481,18875
鹿児島県,5,2706,3783,3857,3954,4146,4558,5981,28985,1526,1978,2413,2734,3340,5094,7348,24433
沖縄県,1,3631,4386,3935,3403,3426,3247,3243,25271,2194,2356,2167,1906,1908,2213,2567,15311
沖縄県,2,7541,8200,6951,5652,4473,3227,2500,38544,7669,8415,7294,6019,4864,3751,3066,41078
沖縄県,3,3518,3902,3348,2692,2110,1601,1179,18350,3911,4485,4043,3232,2694,2265,1851,22481
沖縄県,4,2922,3582,2847,2161,1605,1135,870,15122,2807,3377,3040,2415,1937,1507,1191,16274
沖縄県,5,3634,4726,4696,4313,3832,3639,3759,28599,2695,3254,3352,3158,3175,3499,3801,22934
都道府県判別不可,1,19840,21690,21079,19415,9662,2837,1735,96258,7203,8257,7794,6005,3360,1313,706,34638
都道府県判別不可,2,26468,26392,25268,22123,10781,2637,1317,114986,15314,17104,15801,11131,5336,1650,795,67131
都道府県判別不可,3,11550,11823,11599,10250,5120,1216,641,52199,6831,7749,7257,5355,2546,775,364,30877
都道府県判別不可,4,11149,11215,10155,9146,4279,1061,561,47566,4286,5077,4834,3724,1720,568,269,20478
都道府県判別不可,5,13225,16216,17489,17393,9026,2775,1961,78085,3382,4912,5625,4918,2447,1077,625,22986
