都道府県名,回答,男40～44歳,男45～49歳,男50～54歳,男55～59歳,男60～64歳,男65～69歳,男70～74歳,男中計,女40～44歳,女45～49歳,女50～54歳,女55～59歳,女60～64歳,女65～69歳,女70～74歳,女中計
島根県,いいえ,11334,13422,11721,10393,10522,9878,11400,78670,9218,11350,10247,9594,9858,10387,13327,73981
岡山県,はい,136,323,544,594,751,859,1342,4549,74,179,242,290,331,426,714,2256
岡山県,いいえ,31622,38892,34450,27469,24433,20540,21237,198643,24695,31066,28952,23897,22127,20735,25311,176783
広島県,はい,240,543,824,1069,1179,1084,1426,6365,116,266,374,413,459,489,786,2903
広島県,いいえ,49451,61916,57200,46030,37660,27669,27912,307838,35610,45607,43529,35167,29636,25454,30404,245407
山口県,はい,88,219,319,464,576,725,1246,3637,48,115,190,198,283,430,836,2100
山口県,いいえ,17528,22409,20462,17085,15672,13763,16012,122931,13418,17185,17080,14508,13931,15113,20566,111801
徳島県,はい,57,105,197,239,339,378,662,1977,37,60,99,118,148,181,430,1073
徳島県,いいえ,11385,13185,11911,10482,9611,9173,10893,76640,8876,10899,10630,9576,9382,10735,13234,73332
香川県,はい,87,178,265,336,431,549,985,2831,32,88,119,167,204,284,583,1477
香川県,いいえ,15121,18888,16778,13755,12546,11330,14260,102678,12514,15914,14878,12474,12317,13057,18695,99849
愛媛県,はい,117,259,362,509,602,616,878,3343,62,135,193,233,260,296,529,1708
愛媛県,いいえ,23018,28239,25162,21591,19309,15365,15890,148574,18017,22105,21469,18673,17181,16057,18929,132431
高知県,はい,63,132,173,259,300,352,535,1814,36,82,135,117,141,172,323,1006
高知県,いいえ,11160,13683,11973,10204,9536,8664,9963,75183,9163,11496,10861,9674,9338,9511,12099,72142
福岡県,はい,488,893,1372,1713,2198,2376,3641,12681,272,520,692,785,969,1196,2121,6555
福岡県,いいえ,86660,97483,86637,70410,62241,52315,56746,512492,69315,79286,74100,61781,54428,53632,66913,459455
佐賀県,はい,60,121,183,219,284,285,382,1534,39,54,61,131,112,133,198,728
佐賀県,いいえ,13068,14217,12757,11954,11194,10486,11199,84875,10024,11679,11081,10324,10420,10896,12522,76946
長崎県,はい,87,179,302,393,573,818,1303,3655,54,100,154,197,236,445,744,1930
長崎県,いいえ,17856,21304,20345,18967,18171,16998,18859,132500,15214,18009,18002,16922,16795,18705,23101,126748
熊本県,はい,163,293,455,616,788,981,1339,4635,82,134,217,271,313,451,727,2195
熊本県,いいえ,29455,32427,28926,27533,25888,23359,23194,190782,24518,27903,26159,25015,24105,24242,26816,178758
大分県,はい,98,157,256,378,539,616,931,2975,47,91,139,144,187,276,533,1417
大分県,いいえ,18474,21547,18972,16865,16894,15454,16647,124853,15156,17825,17267,15628,15992,16227,19995,118090
宮崎県,はい,83,185,264,378,543,707,1161,3321,44,82,135,174,207,375,689,1706
宮崎県,いいえ,17618,19884,17487,15938,15515,14158,15596,116196,13465,15872,14828,13829,13913,15201,18929,106037
鹿児島県,はい,165,322,485,744,1062,1409,2184,6371,135,188,262,322,521,747,1331,3506
鹿児島県,いいえ,23856,26244,24144,23411,23564,22733,25244,169196,18415,20629,20348,19590,20935,24315,29431,153663
沖縄県,はい,108,235,343,405,528,640,853,3112,66,109,167,239,275,391,542,1789
沖縄県,いいえ,19067,22304,19762,16527,14674,13306,12953,118593,17343,19663,17475,14824,13725,14031,14502,111563
都道府県判別不可,はい,297,564,942,1460,953,320,285,4821,91,187,293,342,204,97,77,1291
都道府県判別不可,いいえ,81050,85596,83506,75933,37370,10189,6114,379758,37075,42958,41109,31056,15285,5474,2893,175850
