都道府県名,二次医療圏番号,二次医療圏名,回答,男40～44歳,男45～49歳,男50～54歳,男55～59歳,男60～64歳,男65～69歳,男70～74歳,男中計,女40～44歳,女45～49歳,女50～54歳,女55～59歳,女60～64歳,女65～69歳,女70～74歳,女中計
北海道,0101,南渡島,はい,1003,1323,1220,1069,1033,1102,1314,8064,878,1119,1245,1191,1213,1394,1834,8874
北海道,0101,南渡島,いいえ,3481,4406,3935,3582,3187,2666,2827,24084,2602,3457,3345,2918,2636,2612,3315,20885
北海道,0102,南檜山,はい,78,82,59,81,90,82,116,588,50,52,57,70,84,112,185,610
北海道,0102,南檜山,いいえ,195,262,267,218,210,178,161,1491,158,180,187,168,167,150,180,1190
北海道,0103,北渡島檜山,はい,93,98,85,86,107,125,128,722,54,86,72,85,92,137,160,686
北海道,0103,北渡島檜山,いいえ,303,350,339,302,249,222,233,1998,185,234,220,224,208,214,262,1547
北海道,0104,札幌,はい,8433,10007,9775,8616,7617,5343,3551,53342,7511,8648,8691,7599,5850,3629,2712,44640
北海道,0104,札幌,いいえ,28874,34739,32466,28059,23573,13514,7572,168797,21697,26202,24486,20132,14192,7568,5195,119472
北海道,0105,後志,はい,596,733,693,647,669,697,842,4877,493,588,597,616,625,731,1049,4699
北海道,0105,後志,いいえ,1916,2540,2386,2182,1807,1541,1447,13819,1271,1826,1729,1567,1394,1312,1627,10726
北海道,0106,南空知,はい,410,511,484,497,506,595,609,3612,281,423,457,489,496,576,753,3475
北海道,0106,南空知,いいえ,1316,1905,1623,1634,1586,1187,974,10225,1015,1376,1366,1259,1149,877,1028,8070
北海道,0107,中空知,はい,220,337,354,370,346,377,532,2536,211,275,315,340,297,474,667,2579
北海道,0107,中空知,いいえ,832,1186,1064,1042,972,766,801,6663,709,923,837,840,801,741,963,5814
北海道,0108,北空知,はい,65,103,91,116,124,156,163,818,76,70,103,112,133,161,194,849
北海道,0108,北空知,いいえ,211,278,264,288,279,216,282,1818,191,227,230,217,198,223,319,1605
北海道,0109,西胆振,はい,414,597,593,554,475,608,906,4147,383,461,494,485,547,698,1060,4128
北海道,0109,西胆振,いいえ,1451,1979,1760,1545,1439,1252,1478,10904,1112,1536,1489,1330,1159,1252,1748,9626
北海道,0110,東胆振,はい,865,1051,889,816,723,912,1067,6323,573,690,677,674,696,920,1322,5552
北海道,0110,東胆振,いいえ,2858,3583,2964,2559,2115,1675,1735,17489,1712,2109,1851,1635,1340,1459,1809,11915
北海道,0111,日高,はい,170,218,173,171,141,171,213,1257,120,134,148,141,149,166,274,1132
北海道,0111,日高,いいえ,561,696,625,519,483,365,331,3580,377,501,459,413,368,368,363,2849
北海道,0112,上川中部,はい,1067,1225,1221,1087,1051,768,569,6988,794,935,941,898,729,539,599,5435
北海道,0112,上川中部,いいえ,3247,4090,3592,3215,2869,1747,1079,19839,2363,2974,2876,2218,1669,966,749,13815
北海道,0113,上川北部,はい,152,198,183,172,197,195,233,1330,91,124,123,139,164,222,270,1133
北海道,0113,上川北部,いいえ,483,619,543,557,484,319,267,3272,374,420,376,357,342,242,293,2404
北海道,0114,富良野,はい,187,184,206,231,236,228,298,1570,157,186,183,195,214,239,356,1530
北海道,0114,富良野,いいえ,339,450,412,435,372,325,342,2675,305,380,392,340,318,329,438,2502
北海道,0115,留萌,はい,113,162,177,151,156,174,212,1145,83,121,132,122,148,190,274,1070
北海道,0115,留萌,いいえ,371,516,475,429,398,300,240,2729,271,358,350,326,320,287,349,2261
北海道,0116,宗谷,はい,196,230,201,215,213,218,221,1494,153,172,138,173,165,183,254,1238
北海道,0116,宗谷,いいえ,683,908,783,726,627,503,382,4612,469,517,508,435,394,341,344,3008
北海道,0117,北網,はい,731,937,790,814,802,732,912,5718,571,722,712,737,767,802,1137,5448
北海道,0117,北網,いいえ,2040,2572,2290,2090,1908,1242,1204,13346,1445,1813,1617,1605,1357,1207,1453,10497
北海道,0118,遠紋,はい,185,217,244,235,238,251,355,1725,142,181,203,198,228,306,494,1752
北海道,0118,遠紋,いいえ,570,751,703,687,566,402,413,4092,346,436,475,461,393,391,488,2990
北海道,0119,十勝,はい,1135,1461,1313,1278,1249,1116,1264,8816,1006,1182,1215,1163,1078,1118,1498,8260
北海道,0119,十勝,いいえ,3419,4137,3736,3453,3032,2170,1869,21816,2370,3075,2922,2648,2229,1860,1772,16876
北海道,0120,釧路,はい,776,966,891,882,863,835,982,6195,610,769,775,769,761,962,1128,5774
北海道,0120,釧路,いいえ,2317,2926,2739,2359,2239,1757,1720,16057,1638,2129,2001,1730,1639,1597,1827,12561
